gene	glm_gp	DESeq2	DESeq2_glmGamPoi	edgeR
ENSG00000197530	-1.9864668326265844	-1.917237633559839	-1.917237633559839	-1.555526847219204
ENSG00000189409	-3.93894382624834	-3.9419024426360347	-3.9419024426360347	-2.1537754705267047
ENSG00000248333	-1.9695703330707894	-1.9416090068028586	-1.9416090068028586	-1.5498028823179806
ENSG00000272004	-5.6030409048546685	-5.720831819778628	-5.720831819778628	-2.2755041716692412
ENSG00000189339	-2.497556354465342	-2.43119456418287	-2.43119456418287	-1.79272376478993
ENSG00000269737	-6.429719478039138	-6.4120773813500405	-6.4120773813500405	-2.28936903351159
ENSG00000008128	-2.366471757219365	-2.337974755465667	-2.337974755465667	-1.739323911331711
ENSG00000215790	-4.972958592899086	-4.8204418538291565	-4.8204418538291565	-2.2445906977954118
ENSG00000008130	-2.0648906374258496	-2.163949654937228	-2.163949654937228	-1.6095114507429307
ENSG00000078369	-1.4259803060275151	-1.48285181663183	-1.48285181663183	-1.2361863192170794
ENSG00000231050	-6.989335265974561	-6.788228682772258	-6.788228682772258	-2.294006469320202
ENSG00000169885	-8.375629627094451	-8.410543971282328	-8.410543971282328	-2.3006972816892812
ENSG00000178821	-6.9893352659745585	-7.085873636437062	-7.085873636437062	-2.2957218299462316
ENSG00000142609	-5.9777343542960795	-6.05297573694491	-6.05297573694491	-2.2830415158609227
ENSG00000233542	-8.375629627094447	-7.800484754060691	-7.800484754060691	-2.2998452730453818
ENSG00000187730	-Inf	NA	NA	-2.302585092994047
ENSG00000226969	-Inf	NA	NA	-2.302585092994047
ENSG00000067606	-3.634722985785056	-3.527292363726074	-3.527292363726074	-2.1054426493208065
ENSG00000271806	-4.289879376561712	-4.075537566599392	-4.075537566599392	-2.190848579821499
ENSG00000182873	-8.375629627094451	-8.470835595111943	-8.470835595111943	-2.300773904621462
ENSG00000162585	-0.9191570471464228	-0.9035190075235144	-0.9035190075235144	-0.8669780182270574
ENSG00000234396	-Inf	NA	NA	-2.302585092994047
ENSG00000157933	-3.1299647258743644	-3.070824535680316	-3.070824535680316	-1.998157553068803
ENSG00000116151	-5.079792761090121	-5.065663089217682	-5.065663089217682	-2.2538052955418753
ENSG00000157916	-1.2061474131515095	-1.2353351226581912	-1.2353351226581912	-1.0833535520959463
ENSG00000157911	-3.3117360440618056	-3.401013211424556	-3.401013211424556	-2.052994991113437
ENSG00000149527	-4.654734281460159	-4.511845371455337	-4.511845371455337	-2.2232994364552745
ENSG00000224387	-Inf	NA	NA	-2.302585092994047
ENSG00000229393	-Inf	NA	NA	-2.302585092994047
ENSG00000157881	-3.7050962967125005	-3.7057825346832547	-3.7057825346832547	-2.1245187233962435
ENSG00000197921	-Inf	NA	NA	-2.302585092994047
ENSG00000272449	-2.149755938535697	-2.1205916085569596	-2.1205916085569596	-1.6400021750584082
ENSG00000238164	-3.967509487377223	-3.8898182278120004	-3.8898182278120004	-2.158544446487683
ENSG00000157873	-0.9416737623644467	-0.9130395570041233	-0.9130395570041233	-0.8816249864721377
ENSG00000228037	-4.53990317984532	-4.404510851658514	-4.404510851658514	-2.215145594683958
ENSG00000157870	-3.5047777621306255	-3.487484261398781	-3.487484261398781	-2.0841630514158918
ENSG00000142606	-5.6675794259922405	-5.537287891394548	-5.537287891394548	-2.272681795362041
ENSG00000237058	-Inf	NA	NA	-2.302585092994047
ENSG00000215912	-4.970396239482663	-4.759464294475327	-4.759464294475327	-2.2411991061286276
ENSG00000233234	-Inf	NA	NA	-2.302585092994047
ENSG00000231630	-Inf	NA	NA	-2.302585092994047
ENSG00000169717	-Inf	NA	NA	-2.302585092994047
ENSG00000177133	-Inf	NA	NA	-2.302585092994047
ENSG00000142611	-7.682482446534506	-8.890695709482642	-8.890695709482642	-2.301110557132359
ENSG00000226286	-Inf	NA	NA	-2.302585092994047
ENSG00000272235	-Inf	NA	NA	-2.302585092994047
ENSG00000130762	-Inf	NA	NA	-2.302585092994047
ENSG00000272088	-Inf	NA	NA	-2.302585092994047
ENSG00000162591	-4.437687035363285	-4.278396999014426	-4.278396999014426	-2.206381672776033
ENSG00000238260	-6.429719478039137	-6.532770672584928	-6.532770672584928	-2.290563489466379
ENSG00000158109	-3.0359885273060403	-2.962061808475759	-2.962061808475759	-1.9740206171919434
ENSG00000116213	-2.8314369831782438	-2.833311817535722	-2.833311817535722	-1.917401145258151
ENSG00000078900	-7.682482446534505	-8.89806738953091	-8.89806738953091	-2.301098335019255
ENSG00000227589	-Inf	NA	NA	-2.302585092994047
ENSG00000235131	-Inf	NA	NA	-2.302585092994047
ENSG00000227372	-3.728121697577576	-3.7207694885163716	-3.7207694885163716	-2.124248753455598
ENSG00000162592	-Inf	NA	NA	-2.302585092994047
ENSG00000235169	-4.442046115640466	-4.356496809985321	-4.356496809985321	-2.208640661237974
ENSG00000130764	-2.3865163594938297	-2.3477456299317336	-2.3477456299317336	-1.748083692476417
ENSG00000272153	-Inf	NA	NA	-2.302585092994047
ENSG00000116198	-2.7225710807422856	-2.6887068678381576	-2.6887068678381576	-1.8790250203075491
ENSG00000169598	-4.229151887471954	-4.200593520390483	-4.200593520390483	-2.189677370014905
ENSG00000198912	-2.573935365331178	-2.5681095537301446	-2.5681095537301446	-1.826178543300144
ENSG00000236423	-7.682482446534503	-7.791349128545362	-7.791349128545362	-2.299001456387785
ENSG00000233304	-Inf	NA	NA	-2.302585092994047
ENSG00000226374	-Inf	NA	NA	-2.302585092994047
ENSG00000235054	-Inf	NA	NA	-2.302585092994047
ENSG00000227169	-Inf	NA	NA	-2.302585092994047
ENSG00000232596	-Inf	NA	NA	-2.302585092994047
ENSG00000196581	-6.073044534100404	-5.793984494922392	-5.793984494922392	-2.280728938664209
ENSG00000231510	-Inf	NA	NA	-2.302585092994047
ENSG00000260972	-Inf	NA	NA	-2.302585092994047
ENSG00000236948	-Inf	NA	NA	-2.302585092994047
ENSG00000131697	-5.485257869198286	-5.345491480059227	-5.345491480059227	-2.2670672939927945
ENSG00000069424	-1.659987780127891	-1.6507991254536032	-1.6507991254536032	-1.3778507945841911
ENSG00000116254	-6.583870157866395	-6.292023089979211	-6.292023089979211	-2.288957191751083
ENSG00000116251	2.2073359660010876	2.224455315402289	2.224455315402289	2.0045001289770874
ENSG00000226944	-Inf	NA	NA	-2.302585092994047
ENSG00000158286	-5.603040904854669	-5.948673917400015	-5.948673917400015	-2.2787664363328606
ENSG00000116237	-3.4089668247274156	-3.499566676492325	-3.499566676492325	-2.071330761993067
ENSG00000225077	-Inf	NA	NA	-2.302585092994047
ENSG00000173673	-Inf	NA	NA	-2.302585092994047
ENSG00000158292	-6.429719478039138	-6.324191416967122	-6.324191416967122	-2.2888182712140184
ENSG00000097021	-3.8612956043081597	-4.045859413155828	-4.045859413155828	-2.1588342091591
ENSG00000271746	-4.761117131598501	-4.624075283665817	-4.624075283665817	-2.232868877519643
ENSG00000069812	-6.073044534100405	-6.112454574179325	-6.112454574179325	-2.284778291431835
ENSG00000187017	-6.989335265974559	-6.9405578804051595	-6.9405578804051595	-2.2947071571491207
ENSG00000231868	-Inf	NA	NA	-2.302585092994047
ENSG00000215788	-1.8622148392695306	-1.7703624068113	-1.7703624068113	-1.4837810155531475
ENSG00000171680	-6.178405049758231	-6.013114036597781	-6.013114036597781	-2.2840225380022323
ENSG00000162408	-2.95111822587104	-2.933113732794688	-2.933113732794688	-1.9529271064257394
ENSG00000173662	-Inf	NA	NA	-2.302585092994047
ENSG00000204859	-3.4623128664280296	-3.440297683112572	-3.440297683112572	-2.0781639793443323
ENSG00000162413	-3.7009636192814206	-3.693319384621652	-3.693319384621652	-2.120813290090679
ENSG00000116273	-4.740076751206783	-4.775532217519015	-4.775532217519015	-2.236993057642967
ENSG00000041988	-3.145509717234142	-3.067578964170604	-3.067578964170604	-2.0015720778633113
ENSG00000007923	-3.645937963656307	-3.5982950658065675	-3.5982950658065675	-2.1106393792058373
ENSG00000228750	-8.375629627094453	-8.598223622984525	-8.598223622984525	-2.3009298867988477
ENSG00000237436	-5.89072297730645	-5.813740996852404	-5.813740996852404	-2.2794238689414743
ENSG00000171735	-1.2608572579690205	-1.255280594965849	-1.255280594965849	-1.1208534898786886
ENSG00000237365	-Inf	NA	NA	-2.302585092994047
ENSG00000237728	-Inf	NA	NA	-2.302585092994047
ENSG00000225126	-Inf	NA	NA	-2.302585092994047
ENSG00000270171	-Inf	NA	NA	-2.302585092994047
ENSG00000270035	-Inf	NA	NA	-2.302585092994047
ENSG00000269978	-8.375629627094451	-8.487487323661899	-8.487487323661899	-2.300794757749928
ENSG00000049245	-1.9042239128562015	-1.9802411295326012	-1.9802411295326012	-1.5232884530358095
ENSG00000049246	-4.086695378186681	-4.205354672752617	-4.205354672752617	-2.1797986583366704
ENSG00000236266	-6.429719478039136	-6.22118983882077	-6.22118983882077	-2.2872840633042175
ENSG00000049247	-4.789364849467402	-4.745579566648937	-4.745579566648937	-2.236013242355273
ENSG00000049249	-4.793497095640445	-4.883036082230131	-4.883036082230131	-2.240510565651776
ENSG00000116288	-0.06567600470227053	-0.10865242576528557	-0.10865242576528557	-0.17269978103489222
ENSG00000116285	-5.810680269632914	-5.729202228618065	-5.729202228618065	-2.277045682287505
ENSG00000238290	-Inf	NA	NA	-2.302585092994047
ENSG00000227634	-Inf	NA	NA	-2.302585092994047
ENSG00000233645	-Inf	NA	NA	-2.302585092994047
ENSG00000162426	-6.429719478039137	-6.654241085175528	-6.654241085175528	-2.2918653862762066
ENSG00000142599	-2.1341250259898685	-2.0801770954602055	-2.0801770954602055	-1.6324812564300295
ENSG00000232912	-5.284587173736134	-5.247374678339664	-5.247374678339664	-2.261497494794628
ENSG00000228423	-Inf	NA	NA	-2.302585092994047
ENSG00000074800	0.34570167923768913	0.27543908733273414	0.27543908733273414	0.18763232516709835
ENSG00000230679	-5.1175330890729684	-4.922342140698053	-4.922342140698053	-2.2494499169942217
ENSG00000131686	-4.934848420987574	-4.722417717219615	-4.722417717219615	-2.2395130320173573
ENSG00000197241	-Inf	NA	NA	-2.302585092994047
ENSG00000142583	-5.89072297730645	-5.849021893767042	-5.849021893767042	-2.2810661763506523
ENSG00000180758	-5.15675380222625	-5.117242443274031	-5.117242443274031	-2.255901446201681
ENSG00000228526	-8.375629627094451	-9.718731426015086	-9.718731426015086	-2.301919657517255
ENSG00000234546	-8.375629627094451	-8.591148231968193	-8.591148231968193	-2.3009214415886623
ENSG00000281937	-Inf	NA	NA	-2.302585092994047
ENSG00000049239	-3.4322786568188657	-3.3580166371444586	-3.3580166371444586	-2.0707523113178805
ENSG00000171621	-4.844594537142208	-4.717368235308078	-4.717368235308078	-2.236715789729719
ENSG00000235263	-Inf	NA	NA	-2.302585092994047
ENSG00000171612	-2.760898655355558	-2.7942428314804655	-2.7942428314804655	-1.8961657589235683
ENSG00000188807	-5.008333797107976	-5.036843155544557	-5.036843155544557	-2.2524149826251914
ENSG00000171608	-1.75643328132769	-1.6878750835450482	-1.6878750835450482	-1.4284355070854466
ENSG00000179840	-5.43119064792801	-5.446096702211926	-5.446096702211926	-2.2690316708370757
ENSG00000231789	-5.37989735354046	-5.303303192268129	-5.303303192268129	-2.2654006373850626
ENSG00000171603	-2.321174396857134	-2.302536841262747	-2.302536841262747	-1.7225331753249968
ENSG00000280113	-Inf	NA	NA	-2.302585092994047
ENSG00000178585	-2.3200519251950174	-2.443113454000636	-2.443113454000636	-1.7309663425854371
ENSG00000223989	-Inf	NA	NA	-2.302585092994047
ENSG00000162441	-2.3827738704595873	-2.3563061607836917	-2.3563061607836917	-1.7477964287369077
ENSG00000173614	-3.749906482545024	-3.7553765973588202	-3.7553765973588202	-2.12961442155168
ENSG00000162444	-1.4826828112491266	-1.3931457892013321	-1.3931457892013321	-1.256331065185982
ENSG00000130939	-2.847467290254682	-2.7862187075456117	-2.7862187075456117	-1.9177613611406292
ENSG00000054523	-3.713171106177991	-3.759823131696318	-3.759823131696318	-2.126105376777464
ENSG00000142657	-1.5420162326600646	-1.6033165003872236	-1.6033165003872236	-1.3111293163901816
ENSG00000271989	-Inf	NA	NA	-2.302585092994047
ENSG00000251503	-6.9893352659745585	-7.347712453340864	-7.347712453340864	-2.2968684265879675
ENSG00000175279	-4.623112147243779	-4.712810673102272	-4.712810673102272	-2.230349665451793
ENSG00000241563	-Inf	NA	NA	-2.302585092994047
ENSG00000160049	-2.5818710674209053	-2.531764186327401	-2.531764186327401	-1.827581778400816
ENSG00000203469	-Inf	NA	NA	-2.302585092994047
ENSG00000142655	-3.522780335508842	-3.5047116210111153	-3.5047116210111153	-2.0889214294926655
ENSG00000130940	-4.74221297638558	-4.891189422914373	-4.891189422914373	-2.2395943505406546
ENSG00000272078	-Inf	NA	NA	-2.302585092994047
ENSG00000175262	-7.682482446534502	-8.327082451125301	-8.327082451125301	-2.300256341601495
ENSG00000120948	-1.98141652416386	-2.000104188293509	-2.000104188293509	-1.5607125005245888
ENSG00000277726	-Inf	NA	NA	-2.302585092994047
ENSG00000009724	-7.682482446534506	-7.568439944861663	-7.568439944861663	-2.298432254974681
ENSG00000271895	-5.008333797107976	-4.973478012681503	-4.973478012681503	-2.2480527638611942
ENSG00000116649	-1.3390585924719949	-1.376369646587873	-1.376369646587873	-1.179976524563914
ENSG00000171824	-2.690735377845238	-2.697469731101869	-2.697469731101869	-1.8676526425377327
ENSG00000226849	-6.583870157866395	-6.613934904591277	-6.613934904591277	-2.291925834630946
ENSG00000230337	-7.277017338426341	-7.530969194100268	-7.530969194100268	-2.2977849050739936
ENSG00000198793	-3.690462430650015	-3.612562776030397	-3.612562776030397	-2.1174199289736357
ENSG00000225602	-Inf	NA	NA	-2.302585092994047
ENSG00000171819	-Inf	NA	NA	-2.302585092994047
ENSG00000120942	-2.5598228350166647	-2.519871121452181	-2.519871121452181	-1.8184296754132632
ENSG00000204624	-Inf	NA	NA	-2.302585092994047
ENSG00000235643	-Inf	NA	NA	-2.302585092994047
ENSG00000116661	-3.9887507667704303	-3.9301825627429112	-3.9301825627429112	-2.1599609150606263
ENSG00000132879	-2.8268164713130384	-2.7243956913723792	-2.7243956913723792	-1.9095909935956832
ENSG00000116663	-2.649967278722742	-2.7865061884280684	-2.7865061884280684	-1.8619697493124432
ENSG00000116670	-1.9278840809979034	-1.9669608454366927	-1.9669608454366927	-1.534278558104944
ENSG00000162490	-5.331107189371028	-5.338381462239063	-5.338381462239063	-2.2656898725469716
ENSG00000177674	-1.320345979258113	-1.3476085000155105	-1.3476085000155105	-1.161552097521375
ENSG00000215910	-8.375629627094447	-8.28686376376934	-8.28686376376934	-2.3005349035892118
ENSG00000177553	-8.37562962709445	-8.335849910420173	-8.335849910420173	-2.3006000184956656
ENSG00000177000	-2.9419784296469564	-2.9546336194882152	-2.9546336194882152	-1.9508283717905186
ENSG00000011021	-3.9222331466772364	-3.917836038983494	-3.917836038983494	-2.1561127536950733
ENSG00000242349	-6.073044534100405	-5.927606744269997	-5.927606744269997	-2.282294110587745
ENSG00000175206	-8.37562962709445	-8.150667656232319	-8.150667656232319	-2.300348852759888
ENSG00000120937	-Inf	NA	NA	-2.302585092994047
ENSG00000116685	-2.5265713338941698	-2.5492859292342542	-2.5492859292342542	-1.809081652886284
ENSG00000083444	-3.829293637747258	-4.041575922477611	-4.041575922477611	-2.1523174938531153
ENSG00000116688	-3.018985997376572	-3.0129616373527135	-3.0129616373527135	-1.9723631056009376
ENSG00000116691	-2.174218784527382	-2.2130833028769237	-2.2130833028769237	-1.6577337830338112
ENSG00000120949	-4.0812620764729255	-4.376713286676744	-4.376713286676744	-2.1893932795740643
ENSG00000028137	-1.119318921328655	-1.2156878018820718	-1.2156878018820718	-1.0290631216590833
ENSG00000048707	-3.050315705291087	-2.950289645278015	-2.950289645278015	-1.9775686466280629
ENSG00000229484	-7.682482446534504	-7.4776409780095365	-7.4776409780095365	-2.298176286052659
ENSG00000162496	-2.938146319601168	-2.864925099408064	-2.864925099408064	-1.9444734039285514
ENSG00000272482	-Inf	NA	NA	-2.302585092994047
ENSG00000204518	-Inf	NA	NA	-2.302585092994047
ENSG00000188984	-Inf	NA	NA	-2.302585092994047
ENSG00000157330	-Inf	NA	NA	-2.302585092994047
ENSG00000116726	-Inf	NA	NA	-2.302585092994047
ENSG00000116721	-Inf	NA	NA	-2.302585092994047
ENSG00000228338	-Inf	NA	NA	-2.302585092994047
ENSG00000239810	-Inf	NA	NA	-2.302585092994047
ENSG00000179172	-6.7661917146603505	-6.825137383801964	-6.825137383801964	-2.2937810186718393
ENSG00000120952	-Inf	NA	NA	-2.302585092994047
ENSG00000243073	-Inf	NA	NA	-2.302585092994047
ENSG00000187545	-Inf	NA	NA	-2.302585092994047
ENSG00000204510	-Inf	NA	NA	-2.302585092994047
ENSG00000232423	-Inf	NA	NA	-2.302585092994047
ENSG00000274764	-Inf	NA	NA	-2.302585092994047
ENSG00000280267	-Inf	NA	NA	-2.302585092994047
ENSG00000229571	-Inf	NA	NA	-2.302585092994047
ENSG00000277058	-8.37562962709445	-9.581804912060095	-9.581804912060095	-2.301834427628254
ENSG00000275774	-8.375629627094451	-8.767889762933681	-8.767889762933681	-2.301124351354659
ENSG00000233336	-Inf	NA	NA	-2.302585092994047
ENSG00000179412	-8.37562962709445	-8.172559927248656	-8.172559927248656	-2.3003792211552323
ENSG00000204505	-Inf	NA	NA	-2.302585092994047
ENSG00000279804	-Inf	NA	NA	-2.302585092994047
ENSG00000270601	-Inf	NA	NA	-2.302585092994047
ENSG00000182330	-Inf	NA	NA	-2.302585092994047
ENSG00000204501	-Inf	NA	NA	-2.302585092994047
ENSG00000228229	-Inf	NA	NA	-2.302585092994047
ENSG00000204481	-Inf	NA	NA	-2.302585092994047
ENSG00000204480	-Inf	NA	NA	-2.302585092994047
ENSG00000204479	-Inf	NA	NA	-2.302585092994047
ENSG00000204478	-Inf	NA	NA	-2.302585092994047
ENSG00000162494	-Inf	NA	NA	-2.302585092994047
ENSG00000259961	-Inf	NA	NA	-2.302585092994047
ENSG00000162493	-Inf	NA	NA	-2.302585092994047
ENSG00000237445	-Inf	NA	NA	-2.302585092994047
ENSG00000116731	-1.8291511259349382	-1.7727884728252274	-1.7727884728252274	-1.4706675211904727
ENSG00000231606	-Inf	NA	NA	-2.302585092994047
ENSG00000234593	-Inf	NA	NA	-2.302585092994047
ENSG00000189337	-7.682482446534503	-7.682574889815656	-7.682574889815656	-2.2988598383237098
ENSG00000175147	-8.37562962709445	-9.009799492037944	-9.009799492037944	-2.3013738844146348
ENSG00000171729	-5.736572297479192	-5.876796536847901	-5.876796536847901	-2.279790034508071
ENSG00000204464	-Inf	NA	NA	-2.302585092994047
ENSG00000142621	-6.9893352659745585	-6.956941144964072	-6.956941144964072	-2.2949894494344014
ENSG00000233485	-Inf	NA	NA	-2.302585092994047
ENSG00000236045	-Inf	NA	NA	-2.302585092994047
ENSG00000228140	-5.6675794259922405	-5.5046159238958206	-5.5046159238958206	-2.271602128079291
ENSG00000142634	-0.6872370437147026	-0.7684024634205299	-0.7684024634205299	-0.6999472369438786
ENSG00000162438	-7.682482446534504	-7.568579958464912	-7.568579958464912	-2.2984246194063456
ENSG00000142615	-8.37562962709445	-8.892324735926675	-8.892324735926675	-2.301256847034169
ENSG00000215704	-Inf	NA	NA	-2.302585092994047
ENSG00000132906	-3.9613502780433407	-4.0672994275371694	-4.0672994275371694	-2.165998183226993
ENSG00000116138	-3.443768742702308	-3.3627835234876926	-3.3627835234876926	-2.0702136970130227
ENSG00000272510	-7.27701733842634	-7.385599965692762	-7.385599965692762	-2.297446255332168
ENSG00000116771	-3.5122632260144178	-3.3833776359217884	-3.3833776359217884	-2.083209419963834
ENSG00000237301	-7.27701733842634	-7.245352027797906	-7.245352027797906	-2.296811710690919
ENSG00000197312	-3.1849755906199984	-3.2543089571140027	-3.2543089571140027	-2.020219254066573
ENSG00000215695	-Inf	NA	NA	-2.302585092994047
ENSG00000271742	-6.9893352659745585	-7.067646564116538	-7.067646564116538	-2.295337929803385
ENSG00000116786	-3.498708496701034	-3.4441787211720345	-3.4441787211720345	-2.084013328345947
ENSG00000237938	-Inf	NA	NA	-2.302585092994047
ENSG00000162461	-6.98933526597456	-6.709848374421778	-6.709848374421778	-2.294711591303886
ENSG00000224459	-Inf	NA	NA	-2.302585092994047
ENSG00000162460	-Inf	NA	NA	-2.302585092994047
ENSG00000162458	-4.633001128758089	-4.587011171200614	-4.587011171200614	-2.2246748487767998
ENSG00000233954	-2.056300522750859	-2.0979131852861177	-2.0979131852861177	-1.602476533503904
ENSG00000179743	-2.901085518739181	-2.8356155748297676	-2.8356155748297676	-1.9352788702549149
ENSG00000065526	-2.145992310361992	-2.0912072623742275	-2.0912072623742275	-1.638219313628964
ENSG00000116809	-3.351545600837225	-3.359832094400117	-3.359832094400117	-2.055736942933537
ENSG00000183888	-7.682482446534505	-8.323521534178633	-8.323521534178633	-2.3002038064687658
ENSG00000233078	-Inf	NA	NA	-2.302585092994047
ENSG00000173641	-Inf	NA	NA	-2.302585092994047
ENSG00000186510	-Inf	NA	NA	-2.302585092994047
ENSG00000184908	-Inf	NA	NA	-2.302585092994047
ENSG00000185519	-Inf	NA	NA	-2.302585092994047
ENSG00000142627	-5.66757942599224	-6.0809601444918595	-6.0809601444918595	-2.2828265478328613
ENSG00000227959	-Inf	NA	NA	-2.302585092994047
ENSG00000224621	-Inf	NA	NA	-2.302585092994047
ENSG00000234166	-Inf	NA	NA	-2.302585092994047
