gene	glm_gp	DESeq2	DESeq2_glmGamPoi	edgeR
ENSG00000184163	552.1568749712795	1323.4291950931615	1368.0725181178736	16.49392672224243
ENSG00000260179	0	1e-8	1e-8	16.49392672224243
ENSG00000160087	1.3277206066026722e-6	1e-8	1e-8	0.5336106246511444
ENSG00000230415	0	1e-8	1e-8	16.49392672224243
ENSG00000162572	69.9844803870737	1e-8	79.80006808311296	14.26132217906461
ENSG00000131584	1.5558734944555832	1e-8	1.557886298399297	0.9934190610130278
ENSG00000169972	0	1e-8	1e-8	1.3397880232559638
ENSG00000127054	0.1894185476989339	1e-8	0.19622952521031117	0.5790582268503636
ENSG00000224051	1.1109882422275234e-6	1e-8	1e-8	1.068676086114352
ENSG00000169962	0	1e-8	1e-8	16.49392672224243
ENSG00000107404	0	1e-8	1e-8	9.23219721779488
ENSG00000162576	39.4255523007416	1e-8	39.51502245658882	13.18273929931035
ENSG00000175756	7.10953633221893e-7	1e-8	1e-8	0.45548912326416735
ENSG00000221978	1.9309425651165608e-6	1e-8	1e-8	0.6053021598481153
ENSG00000242485	0.006377595194516127	1e-8	0.008636367653064705	0.4666041895780061
ENSG00000272455	0	1e-8	1e-8	15.657169888865923
ENSG00000235098	0	1e-8	1e-8	15.487275479470282
ENSG00000225905	0	NA	NA	16.49392672224243
ENSG00000205116	0	NA	NA	16.49392672224243
ENSG00000225285	0	NA	NA	16.49392672224243
ENSG00000179403	0	NA	NA	16.49392672224243
ENSG00000215915	0	1e-8	1e-8	12.372900140925033
ENSG00000160072	1.1962882528062209e-5	1e-8	1e-8	1.6357242990039982
ENSG00000197785	1.084831549274673	1e-8	1.0896483595689368	1.4738927543763494
ENSG00000205090	0	1e-8	1e-8	16.49392672224243
ENSG00000160075	0.03320110715441802	1e-8	0.03480790795964597	0.44470583687938037
ENSG00000215014	1.030673904293391	1e-8	1.06087212434221	1.4519581439463272
ENSG00000279244	0	NA	NA	16.49392672224243
ENSG00000228594	5.573965955381362	1e-8	5.610999087990517	9.321845387100241
ENSG00000272106	1.609221159714669	1e-8	1.9432693628687845	1.7407948854558581
ENSG00000197530	0.844874577052155	1e-8	0.8735006383779317	0.5774526904151582
ENSG00000189409	9.21964746112682	1e-8	9.185246500615966	2.5578216950286867
ENSG00000248333	0.3219922900829569	1e-8	0.327017436441773	0.5786478248673457
ENSG00000272004	0	1e-8	1e-8	13.93423063375591
ENSG00000189339	2.8688770880847716e-5	1e-8	1e-8	0.7670462447575654
ENSG00000269737	227.44468280786356	1e-8	227.58782618742228	15.774182398501338
ENSG00000008128	1.0236003632020174e-5	1e-8	1e-8	0.719992371445896
ENSG00000215790	0	1e-8	1e-8	8.604176817882605
ENSG00000008130	0.26622928003105173	1e-8	0.29784474860378946	0.622410305067631
ENSG00000078369	0.16673191595592254	1e-8	0.1760207145196677	0.49705020626227914
ENSG00000231050	0	1e-8	1e-8	16.49392672224243
ENSG00000169885	5.105399610016995e-13	1e-8	1e-8	16.49392672224243
ENSG00000178821	0	1e-8	1e-8	16.49392672224243
ENSG00000142609	0	1e-8	1e-8	15.36303050139793
ENSG00000233542	8573.34169527058	1e-8	4340	16.49392672224243
ENSG00000187730	0	NA	NA	16.49392672224243
ENSG00000226969	0	NA	NA	16.49392672224243
ENSG00000067606	1.2203878200132805	1e-8	1.3660744398984972	1.7475235979025223
ENSG00000271806	1.72668837203985e-5	1e-8	1e-8	3.7381216064879887
ENSG00000182873	5.105399610016995e-13	1e-8	1e-8	16.49392672224243
ENSG00000162585	0.013664588844285114	1e-8	0.015311253945314933	0.4679904315466633
ENSG00000234396	0	NA	NA	16.49392672224243
ENSG00000157933	0.2564624842664499	1e-8	0.2913775994048279	1.1521795649982873
ENSG00000116151	0	1e-8	1e-8	9.783946424512337
ENSG00000157916	2.9676997882569276e-6	1e-8	1e-8	0.4890919687018741
ENSG00000157911	2.556988028163149e-7	1e-8	1e-8	1.4308551738093003
ENSG00000149527	6.476640915779855	1e-8	7.472615635799423	5.784434391888265
ENSG00000224387	0	NA	NA	16.49392672224243
ENSG00000229393	0	NA	NA	16.49392672224243
ENSG00000157881	1.0707147023682426	1e-8	1.0704286338813687	2.0147398747705694
ENSG00000197921	0	NA	NA	16.49392672224243
ENSG00000272449	0.3401714125962513	1e-8	0.3469910492319072	0.6264731496626504
ENSG00000238164	0.03097916972319206	1e-8	1e-8	2.6627007884195084
ENSG00000157873	0.10013345091231747	1e-8	0.1048912656761774	0.46908321893321087
ENSG00000228037	0	1e-8	1e-8	5.0108590265086015
ENSG00000157870	1.0238451413031764	1e-8	1.0324363540986634	1.5871042888458675
ENSG00000142606	0	1e-8	1e-8	13.669351410225767
ENSG00000237058	0	NA	NA	16.49392672224243
ENSG00000215912	0	1e-8	1e-8	8.000827816783223
ENSG00000233234	0	NA	NA	16.49392672224243
ENSG00000231630	0	NA	NA	16.49392672224243
ENSG00000169717	0	NA	NA	16.49392672224243
ENSG00000177133	0	NA	NA	16.49392672224243
ENSG00000142611	0	1e-8	1e-8	16.49392672224243
ENSG00000226286	0	NA	NA	16.49392672224243
ENSG00000272235	0	NA	NA	16.49392672224243
ENSG00000130762	0	NA	NA	16.49392672224243
ENSG00000272088	0	NA	NA	16.49392672224243
ENSG00000162591	3.2488261936882115	1e-8	3.88469794280613	4.459314185577152
ENSG00000238260	0	1e-8	1e-8	15.831527969105236
ENSG00000158109	9.167230844864485e-6	1e-8	1e-8	1.0909685091969674
ENSG00000116213	0	1e-8	1e-8	0.9983719057112641
ENSG00000078900	0	1e-8	1e-8	16.49392672224243
ENSG00000227589	0	NA	NA	16.49392672224243
ENSG00000235131	0	NA	NA	16.49392672224243
ENSG00000227372	1.1052865781717123e-5	1e-8	1e-8	1.994235110513704
ENSG00000162592	0	NA	NA	16.49392672224243
ENSG00000235169	1.92372288249988	1e-8	2.0050244501296004	4.5958548279856215
ENSG00000130764	6.41862393293206e-6	1e-8	1e-8	0.7260714792557194
ENSG00000272153	0	NA	NA	16.49392672224243
ENSG00000116198	6.984541374230775e-7	1e-8	1e-8	0.9014371682249479
ENSG00000169598	0	1e-8	1e-8	3.7640381957900324
ENSG00000198912	0.14893278252627123	1e-8	0.14881497216353246	0.8239518301616002
ENSG00000236423	0	1e-8	1e-8	16.49392672224243
ENSG00000233304	0	NA	NA	16.49392672224243
ENSG00000226374	0	NA	NA	16.49392672224243
ENSG00000235054	0	NA	NA	16.49392672224243
ENSG00000227169	0	NA	NA	16.49392672224243
ENSG00000232596	0	NA	NA	16.49392672224243
ENSG00000196581	0	1e-8	1e-8	15.315730451725663
ENSG00000231510	0	NA	NA	16.49392672224243
ENSG00000260972	0	NA	NA	16.49392672224243
ENSG00000236948	0	NA	NA	16.49392672224243
ENSG00000131697	32.47303503207987	1e-8	34.51762315731536	12.909950170420638
ENSG00000069424	0.0884702673910354	1e-8	0.08868044496156505	0.5226424130407411
ENSG00000116254	0	1e-8	1e-8	15.790704401297724
ENSG00000116251	0.182361785227881	0.18234838080772692	0.18234838080772692	0.386919086218833
ENSG00000226944	0	NA	NA	16.49392672224243
ENSG00000158286	21.391258711799207	1e-8	24.4862503631064	14.329880953453282
ENSG00000116237	0.022170321839931905	1e-8	0.04703354993075814	1.5340902935143328
ENSG00000225077	0	NA	NA	16.49392672224243
ENSG00000173673	0	NA	NA	16.49392672224243
ENSG00000158292	0	1e-8	1e-8	15.749352416791233
ENSG00000097021	4.71072125476061	1e-8	5.01946459965426	2.8210645571579507
ENSG00000271746	0	1e-8	1e-8	6.835722955509907
ENSG00000069812	0	1e-8	1e-8	15.487081548335741
ENSG00000187017	0	1e-8	1e-8	16.49392672224243
ENSG00000231868	0	NA	NA	16.49392672224243
ENSG00000215788	1.6194289233749526	1e-8	1.662271160161142	0.5481459361507941
ENSG00000171680	0	1e-8	1e-8	15.472852894234812
ENSG00000162408	0.5263873507156973	1e-8	0.5266894776574844	1.0585289508833373
ENSG00000173662	0	NA	NA	16.49392672224243
ENSG00000204859	0	1e-8	1e-8	1.5472774691613285
ENSG00000162413	0.30566217985334865	1e-8	0.3073988724662769	1.9558842217728363
ENSG00000116273	3.17714166628601	1e-8	3.1959128482255217	7.264237953941377
ENSG00000041988	1.4297345490847276e-6	1e-8	1e-8	1.158778731806526
ENSG00000007923	0	1e-8	1e-8	1.8278662694732124
ENSG00000228750	243.01186856287586	1e-8	1e-8	16.49392672224243
ENSG00000237436	0	1e-8	1e-8	14.903701310905442
ENSG00000171735	0.07755446659456584	1e-8	0.07690850217536219	0.4900923334939659
ENSG00000237365	0	NA	NA	16.49392672224243
ENSG00000237728	0	NA	NA	16.49392672224243
ENSG00000225126	0	NA	NA	16.49392672224243
ENSG00000270171	0	NA	NA	16.49392672224243
ENSG00000270035	0	NA	NA	16.49392672224243
ENSG00000269978	5.105399610016995e-13	1e-8	1e-8	16.49392672224243
ENSG00000049245	0.4825556285007145	1e-8	0.5010898152880414	0.5768175088078625
ENSG00000049246	3.831954231699413	1e-8	3.934462628786443	3.403575309431107
ENSG00000236266	0	1e-8	1e-8	15.673387288011803
ENSG00000049247	20.505035473853127	1e-8	20.630202696498216	7.169590577177825
ENSG00000049249	9.216944349150905	1e-8	9.339066443140416	7.729105614847995
ENSG00000116288	0.07829634480917848	1e-8	0.08302437350514805	0.4588132344740743
ENSG00000116285	0	1e-8	1e-8	14.373786439114525
ENSG00000238290	0	NA	NA	16.49392672224243
ENSG00000227634	0	NA	NA	16.49392672224243
ENSG00000233645	0	NA	NA	16.49392672224243
ENSG00000162426	0	1e-8	1e-8	15.908795449181268
ENSG00000142599	0.16314574333001283	1e-8	0.1784745719768292	0.6198673679566438
ENSG00000232912	0	1e-8	1e-8	11.853466323799127
ENSG00000228423	0	NA	NA	16.49392672224243
ENSG00000074800	0.1586673344248629	0.16649104711464485	0.16648953548754267	0.49077803358857275
ENSG00000230679	0	1e-8	1e-8	9.209211904942984
ENSG00000131686	30.056785641380692	1e-8	34.02300037235522	7.713444978030722
ENSG00000197241	0	NA	NA	16.49392672224243
ENSG00000142583	0	1e-8	1e-8	15.29964066934582
ENSG00000180758	0	1e-8	1e-8	10.193014224804045
ENSG00000228526	0	1e-8	1e-8	16.49392672224243
ENSG00000234546	273.10101082022896	1e-8	1e-8	16.49392672224243
ENSG00000281937	0	NA	NA	16.49392672224243
ENSG00000049239	0.530049194363156	1e-8	0.5559761684966903	1.482376279931264
ENSG00000171621	17.929169471948626	1e-8	18.9956118372935	7.286528498342941
ENSG00000235263	0	NA	NA	16.49392672224243
ENSG00000171612	0.17244419681745898	1e-8	0.17775335918602636	0.953249868351734
ENSG00000188807	0	1e-8	1e-8	9.505501315160314
ENSG00000171608	0.3577168384427948	1e-8	0.38250544392705876	0.5323731178558431
ENSG00000179840	0	1e-8	1e-8	13.066150327361814
ENSG00000231789	0	1e-8	1e-8	12.714073593709408
ENSG00000171603	0.14501349383524445	1e-8	0.14549836942082234	0.7032027559467307
ENSG00000280113	0	NA	NA	16.49392672224243
ENSG00000178585	0.2532738978849602	1e-8	0.30463543566884965	0.7317275552865401
ENSG00000223989	0	NA	NA	16.49392672224243
ENSG00000162441	0.12701817102626392	1e-8	0.13017792127212702	0.7277064132984317
ENSG00000173614	0.3321832982135141	1e-8	0.3317859278533679	2.079844666498942
ENSG00000162444	5.406370007017718	5.421681201491826	5.421775467239936	0.49512641187736683
ENSG00000130939	0.7101772213931755	1e-8	0.735853749174239	0.9790172074201561
ENSG00000054523	1.8919596388463014	1e-8	1.905183895288273	2.05738573351096
ENSG00000142657	0.8058852402600601	1e-8	0.8175695948491775	0.5110702474397837
ENSG00000271989	0	NA	NA	16.49392672224243
ENSG00000251503	0	1e-8	1e-8	16.49392672224243
ENSG00000175279	0	1e-8	1e-8	6.569106046504889
ENSG00000241563	0	NA	NA	16.49392672224243
ENSG00000160049	0.10992364052812123	1e-8	0.11522137003669967	0.8190688316167534
ENSG00000203469	0	NA	NA	16.49392672224243
ENSG00000142655	0	1e-8	1e-8	1.628703402819394
ENSG00000130940	2.688181810730785	1e-8	2.85286120391375	7.570164244184049
ENSG00000272078	0	NA	NA	16.49392672224243
ENSG00000175262	0	1e-8	1e-8	16.49392672224243
ENSG00000120948	0.13906075141518048	1e-8	0.14049264316297713	0.5871638638832014
ENSG00000277726	0	NA	NA	16.49392672224243
ENSG00000009724	156.3307946773566	1e-8	1e-8	16.49392672224243
ENSG00000271895	0	1e-8	1e-8	8.92744539726334
ENSG00000116649	0.09268042233867325	1e-8	0.09643847629327237	0.49255802054336223
ENSG00000171824	0.21656751128099974	1e-8	0.21592608262404847	0.8840999196138614
ENSG00000226849	0	1e-8	1e-8	15.937046072887453
ENSG00000230337	0	1e-8	1e-8	16.49392672224243
ENSG00000198793	3.1339861370361327e-6	1e-8	1e-8	1.8926920396587148
ENSG00000225602	0	NA	NA	16.49392672224243
ENSG00000171819	0	NA	NA	16.49392672224243
ENSG00000120942	0.08491181363105917	1e-8	0.09235084369163814	0.8040421036402748
ENSG00000204624	0	NA	NA	16.49392672224243
ENSG00000235643	0	NA	NA	16.49392672224243
ENSG00000116661	3.5393591487682112	1e-8	3.6366741285578112	2.712465188916619
ENSG00000132879	0.6967918399146574	1e-8	0.7704555485787181	0.9475884112553349
ENSG00000116663	0.23026871782100702	1e-8	0.2739221310297301	0.905212245913077
ENSG00000116670	6.78247317065156e-6	1e-8	1e-8	0.5776815095171094
ENSG00000162490	0	1e-8	1e-8	12.684868126500186
ENSG00000177674	1.1376800753912997	1e-8	1.140390035538423	0.49175696586362794
ENSG00000215910	2501.8294047869604	1e-8	1e-8	16.49392672224243
ENSG00000177553	5.105399610016995e-13	1e-8	1e-8	16.49392672224243
ENSG00000177000	0.5953938209373785	1e-8	0.5957432211534539	1.0587969835737319
ENSG00000011021	1.6126290313240845	1e-8	1.6120913519482012	2.6385808321489725
ENSG00000242349	0	1e-8	1e-8	15.371797244037815
ENSG00000175206	3964.9475508153146	1e-8	1e-8	16.49392672224243
ENSG00000120937	0	NA	NA	16.49392672224243
ENSG00000116685	0.25307478732223027	1e-8	0.25415958848801157	0.8045195840097998
ENSG00000083444	1.6500474348981404	1e-8	1.881797408407536	2.6895932076942235
ENSG00000116688	1.1879590138501246	1e-8	1.1882480398400417	1.099031017415884
ENSG00000116691	0.1446111830656674	1e-8	0.14827650314083574	0.648960347536759
ENSG00000120949	11.72334414544068	1e-8	12.879179534722045	3.9572663338541645
ENSG00000028137	0.9705647498717034	1e-8	0.9918440931940687	0.4881205992397817
ENSG00000048707	1.1215247050704558	1e-8	1.1889758575589324	1.0943681501789626
ENSG00000229484	345.91814212449214	1e-8	1e-8	16.49392672224243
ENSG00000162496	3.3438237347446673	1e-8	3.4026105618136806	1.0328628099106976
ENSG00000272482	0	NA	NA	16.49392672224243
ENSG00000204518	0	NA	NA	16.49392672224243
ENSG00000188984	0	NA	NA	16.49392672224243
ENSG00000157330	0	NA	NA	16.49392672224243
ENSG00000116726	0	NA	NA	16.49392672224243
ENSG00000116721	0	NA	NA	16.49392672224243
ENSG00000228338	0	NA	NA	16.49392672224243
ENSG00000239810	0	NA	NA	16.49392672224243
ENSG00000179172	0	1e-8	1e-8	16.05873251734199
ENSG00000120952	0	NA	NA	16.49392672224243
ENSG00000243073	0	NA	NA	16.49392672224243
ENSG00000187545	0	NA	NA	16.49392672224243
ENSG00000204510	0	NA	NA	16.49392672224243
ENSG00000232423	0	NA	NA	16.49392672224243
ENSG00000274764	0	NA	NA	16.49392672224243
ENSG00000280267	0	NA	NA	16.49392672224243
ENSG00000229571	0	NA	NA	16.49392672224243
ENSG00000277058	0	1e-8	1e-8	16.49392672224243
ENSG00000275774	0	1e-8	1e-8	16.49392672224243
ENSG00000233336	0	NA	NA	16.49392672224243
ENSG00000179412	5.105399610016995e-13	1e-8	1e-8	16.49392672224243
ENSG00000204505	0	NA	NA	16.49392672224243
ENSG00000279804	0	NA	NA	16.49392672224243
ENSG00000270601	0	NA	NA	16.49392672224243
ENSG00000182330	0	NA	NA	16.49392672224243
ENSG00000204501	0	NA	NA	16.49392672224243
ENSG00000228229	0	NA	NA	16.49392672224243
ENSG00000204481	0	NA	NA	16.49392672224243
ENSG00000204480	0	NA	NA	16.49392672224243
ENSG00000204479	0	NA	NA	16.49392672224243
ENSG00000204478	0	NA	NA	16.49392672224243
ENSG00000162494	0	NA	NA	16.49392672224243
ENSG00000259961	0	NA	NA	16.49392672224243
ENSG00000162493	0	NA	NA	16.49392672224243
ENSG00000237445	0	NA	NA	16.49392672224243
ENSG00000116731	0.6058617327308662	1e-8	0.6236158482448686	0.5469057638552169
ENSG00000231606	0	NA	NA	16.49392672224243
ENSG00000234593	0	NA	NA	16.49392672224243
ENSG00000189337	0	1e-8	1e-8	16.49392672224243
ENSG00000175147	0	1e-8	1e-8	16.49392672224243
ENSG00000171729	0	1e-8	1e-8	14.762123961214906
ENSG00000204464	0	NA	NA	16.49392672224243
ENSG00000142621	0	1e-8	1e-8	16.49392672224243
ENSG00000233485	0	NA	NA	16.49392672224243
ENSG00000236045	0	NA	NA	16.49392672224243
ENSG00000228140	62.639095244873	1e-8	67.51378853333836	13.517872154133755
ENSG00000142634	1.0475249890281497	1.060984967442016	1.0609731530362356	0.4565528669158336
ENSG00000162438	169.78307925024475	1e-8	1e-8	16.49392672224243
ENSG00000142615	0	1e-8	1e-8	16.49392672224243
ENSG00000215704	0	NA	NA	16.49392672224243
ENSG00000132906	1.712762579099911e-5	1e-8	1e-8	2.960346677754311
ENSG00000116138	1.6337869251938593	1e-8	1.7177686141477733	1.467970183384194
ENSG00000272510	0	1e-8	1e-8	16.49392672224243
ENSG00000116771	2.3281710227893893	1e-8	2.546673455611997	1.5392668164041101
ENSG00000237301	0	1e-8	1e-8	16.49392672224243
ENSG00000197312	1.237148764793685	1e-8	1.2637406758037377	1.2736967791859741
ENSG00000215695	0	NA	NA	16.49392672224243
ENSG00000271742	0	1e-8	1e-8	16.49392672224243
ENSG00000116786	0.30443165461857336	1e-8	0.31985825822915237	1.580422175777959
ENSG00000237938	0	NA	NA	16.49392672224243
ENSG00000162461	0	7.419830233504248e-8	2.3064996257185898e-4	16.49392672224243
ENSG00000224459	0	NA	NA	16.49392672224243
ENSG00000162460	0	NA	NA	16.49392672224243
ENSG00000162458	4.623059830890447	1e-8	4.730787929184692	5.962230542812213
ENSG00000233954	2.3793849903804648e-6	1e-8	1e-8	0.6120010015725224
ENSG00000179743	0.07287850187195026	1e-8	0.09231660597598275	1.0229510944193148
ENSG00000065526	0.16977351955485004	1e-8	0.1863956501805242	0.6235191408803139
ENSG00000116809	6.828376176718634e-6	1e-8	1e-8	1.4171525723949117
ENSG00000183888	0	1e-8	1e-8	16.49392672224243
ENSG00000233078	0	NA	NA	16.49392672224243
ENSG00000173641	0	NA	NA	16.49392672224243
ENSG00000186510	0	NA	NA	16.49392672224243
ENSG00000184908	0	NA	NA	16.49392672224243
ENSG00000185519	0	NA	NA	16.49392672224243
ENSG00000142627	73.6228782804636	1e-8	83.90960547213905	15.242687832595227
ENSG00000227959	0	NA	NA	16.49392672224243
ENSG00000224621	0	NA	NA	16.49392672224243
ENSG00000234166	0	NA	NA	16.49392672224243
ENSG00000142632	3.789099306742538	1e-8	3.801951094011845	3.8316300444129574
ENSG00000132881	0	1e-8	1e-8	13.217683268932952
ENSG00000037637	0.31668840117303204	1e-8	0.33613489124753065	1.0440863989671616
ENSG00000055070	8.265450340877502e-6	1e-8	1e-8	0.5807160311860953
ENSG00000187144	0	1e-8	1e-8	14.4806131271621
ENSG00000157191	0.04771763631226825	1e-8	0.04774077196233975	0.49165574853117155
ENSG00000226029	3.0845685325777126	1e-8	3.104398322870515	6.0189498727918735
ENSG00000261135	0	1e-8	1e-8	10.980111197371494
ENSG00000224174	0	NA	NA	16.49392672224243
ENSG00000233421	0	NA	NA	16.49392672224243
ENSG00000268991	0	NA	NA	16.49392672224243
ENSG00000219481	0	1e-8	1e-8	5.163849063687129
ENSG00000271732	0	NA	NA	16.49392672224243
ENSG00000282143	0	NA	NA	16.49392672224243
ENSG00000237847	0	NA	NA	16.49392672224243
ENSG00000279151	0	NA	NA	16.49392672224243
ENSG00000279132	0	NA	NA	16.49392672224243
ENSG00000282740	0	1e-8	1e-8	16.49392672224243
ENSG00000058453	0	1e-8	1e-8	2.1451956510201255
ENSG00000223643	0	NA	NA	16.49392672224243
ENSG00000230239	0	NA	NA	16.49392672224243
ENSG00000228549	767.7944733086517	1e-8	1e-8	16.49392672224243
ENSG00000238142	1.075650036825896	1e-8	1.0770431855823162	0.5797688542994643
ENSG00000272426	6.838671005571252	1e-8	6.894939771178176	3.9924303128804604
ENSG00000117122	0	1e-8	1e-8	16.49392672224243
ENSG00000226526	0	NA	NA	16.49392672224243
ENSG00000159363	0.820026903156888	1e-8	0.8235887123526638	1.0390078642503577
ENSG00000117118	5.408666625279852e-9	1e-8	0.008914767948636477	0.49970897374961015
ENSG00000117115	4.190989608652622	1e-8	4.32764811444546	3.7285416120647628
ENSG00000204362	0	NA	NA	16.49392672224243
ENSG00000282843	0	NA	NA	16.49392672224243
ENSG00000142623	0	NA	NA	16.49392672224243
ENSG00000142619	0	NA	NA	16.49392672224243
ENSG00000159339	3.5048034939417256	1e-8	3.598944280141126	1.1362387654933561
ENSG00000280226	5.105399610016995e-13	1e-8	1e-8	16.49392672224243
ENSG00000276747	0	1e-8	1e-8	16.49392672224243
ENSG00000227751	0	NA	NA	16.49392672224243
ENSG00000179051	0.5821030479278931	1e-8	0.6160025163005156	0.8080251743170589
ENSG00000074964	2.7909694642007694	1e-8	3.200727167515603	4.219072216605432
ENSG00000236648	0	NA	NA	16.49392672224243
ENSG00000117148	0	NA	NA	16.49392672224243
ENSG00000261781	0	NA	NA	16.49392672224243
ENSG00000117154	0	NA	NA	16.49392672224243
ENSG00000230035	0	NA	NA	16.49392672224243
ENSG00000225387	0	NA	NA	16.49392672224243
ENSG00000179023	61.59438597117077	1e-8	1e-8	16.49392672224243
ENSG00000009709	0	NA	NA	16.49392672224243
ENSG00000179002	0	NA	NA	16.49392672224243
ENSG00000255275	0	NA	NA	16.49392672224243
ENSG00000159423	2.684077530577269	1e-8	2.835534022485008	7.882948143468138
ENSG00000169991	0	1e-8	1e-8	2.96795320669112
ENSG00000127481	0.9728068989883847	1e-8	0.973758037948051	0.6734604890800363
ENSG00000230424	0	1e-8	1e-8	10.736238343924855
ENSG00000127463	1.3208733878740009	1e-8	1.3209668416200342	1.490069376121436
ENSG00000053372	0.18070384681028132	1e-8	0.18105473701129754	0.797500028007522
ENSG00000162482	0	1e-8	1e-8	16.49392672224243
ENSG00000053371	0.1773126277126215	1e-8	0.1869225994942484	0.5149143045206807
ENSG00000040487	0.42883655741305393	1e-8	0.4873061615644715	3.0595554308114234
ENSG00000077549	0.08498194344478939	1e-8	0.08785218856786069	0.48294960521726416
ENSG00000235185	5.105399610016995e-13	1e-8	1e-8	16.49392672224243
ENSG00000173436	0.04116029599795813	0.04228702259922871	0.042286600026392306	0.4524595888124905
ENSG00000270136	0	NA	NA	16.49392672224243
ENSG00000158747	0	1e-8	1e-8	6.100910355658512
ENSG00000158748	0	NA	NA	16.49392672224243
ENSG00000162542	1.082619577262541	1e-8	1.0825864273841366	1.844635627625824
ENSG00000178828	0	NA	NA	16.49392672224243
ENSG00000235434	0	NA	NA	16.49392672224243
ENSG00000169914	0	1e-8	1e-8	4.498366967790638
ENSG00000188784	0	NA	NA	16.49392672224243
ENSG00000188257	0	NA	NA	16.49392672224243
ENSG00000127472	0	NA	NA	16.49392672224243
ENSG00000117215	0	1e-8	1e-8	15.966063141409762
ENSG00000158786	0	NA	NA	16.49392672224243
ENSG00000227066	0	NA	NA	16.49392672224243
ENSG00000187980	135.3381350325599	1e-8	135.85265022460788	15.703947738215948
ENSG00000225986	0	1e-8	1e-8	6.723938899526782
ENSG00000162543	0	1e-8	1e-8	15.611067633331523
ENSG00000228105	0	NA	NA	16.49392672224243
ENSG00000158816	0	NA	NA	16.49392672224243
ENSG00000226664	0	1e-8	1e-8	16.49392672224243
ENSG00000236963	0	NA	NA	16.49392672224243
ENSG00000226487	0	NA	NA	16.49392672224243
ENSG00000162545	0	1e-8	1e-8	14.055825579238643
ENSG00000090432	0.07070153938427676	1e-8	0.07814089689259744	1.3276130959322707
ENSG00000183114	0	NA	NA	16.49392672224243
ENSG00000158825	3.182475064954775	3.187556872671365	3.187513291364956	0.5127752857527874
ENSG00000158828	0.13769287223721977	1e-8	0.1387984373737763	1.2227824617324654
ENSG00000117242	0	1e-8	1e-8	13.577061871732992
ENSG00000244038	0.14085902723878285	1e-8	0.15049289355630108	0.48807672497456445
ENSG00000117245	0	1e-8	1e-8	15.403685477830024
ENSG00000189410	0	NA	NA	16.49392672224243
ENSG00000233069	2695.637364288371	1e-8	1e-8	16.49392672224243
