gene	glm_gp	DESeq2	DESeq2_glmGamPoi	edgeR
gene_63	2.3681295648519045	2.366034537571551	2.367771238998348	2.159057790296431
gene_64	-3.6180162871353003	-3.629471901613072	-3.620027420217683	-2.116720555090644
gene_65	-100000000	NA	NA	-2.3025850929940495
gene_66	-1.1208591052038643	-1.1217441695992199	-1.1207702732168077	-1.0185594685933466
gene_67	-9.248853361783404	-9.473480080944677	-9.255919527171041	-2.3020924712025788
gene_68	-0.8841995090919628	-0.8894842546545868	-0.8835793230763682	-0.8354642246187598
gene_69	0.39649767568943584	0.3910591942809067	0.396137822392245	0.25760812682154705
gene_70	-6.850958088985036	-6.854854472206222	-6.861827505709279	-2.2942029356789915
gene_71	-1.0851168282708012	-1.0866222907889453	-1.0849883768407915	-0.9920226558081796
gene_72	-4.548647599393061	-4.5488067674511266	-4.548691411595376	-2.221243022330522
gene_73	-100000000	NA	NA	-2.3025850929940495
gene_74	-3.6539641993689163	-3.657163461892758	-3.6544632321721466	-2.1191181373093464
gene_75	-100000000	NA	NA	-2.3025850929940495
gene_76	-1.0350116767742645	-1.0202235469136791	-1.0345342559755497	-0.9444325782256106
gene_77	-8.555706181223462	-8.495517873920509	-8.542851635008521	-2.3006612852200012
gene_78	-8.55570618122346	-8.694076936938053	-8.58699220784088	-2.30180647646747
gene_79	-9.248853361783405	-8.670373563374678	-9.232565297710805	-2.3011702789581565
gene_80	-7.862559000663514	-7.842114273257164	-7.8454921510677424	-2.299369230964554
gene_81	-6.077245871825475	-6.092880721364017	-6.093202488423714	-2.285368255991558
gene_82	-8.55570618122346	-8.543452629175189	-8.551591530800934	-2.3010655553524435
gene_83	-100000000	-14.668907743944947	-99999999.99999999	-2.3025850929940495
gene_84	-100000000	NA	NA	-2.3025850929940495
gene_85	-8.555706181223462	-8.666834090292825	-8.574387739246916	-2.3015841045096126
gene_86	-100000000	NA	NA	-2.3025850929940495
gene_87	-7.051628784447187	-7.030036052606898	-7.031901493229649	-2.2940653089634413
gene_88	-3.6552504382222732	-3.6085536711422344	-3.6550574615235467	-2.10201821598675
gene_89	-7.639415449349306	-7.7605077610681015	-7.697081160492085	-2.3001306067187817
gene_90	-100000000	NA	NA	-2.3025850929940495
gene_91	-9.24885336178341	-8.835555942720301	-9.234212382815807	-2.3013306581858677
gene_92	-100000000	NA	NA	-2.3025850929940495
gene_93	-100000000	NA	NA	-2.3025850929940495
gene_94	-100000000	NA	NA	-2.3025850929940495
gene_95	-100000000	NA	NA	-2.3025850929940495
gene_96	-2.127822956278774	-2.2510958792290334	-2.131233511492903	-1.664168152735086
gene_97	-100000000	NA	NA	-2.3025850929940495
gene_98	-5.881543249129419	-5.881917412122661	-5.882926350851759	-2.2818723222460915
gene_99	-2.115259475675537	-2.1107803243888994	-2.1164616996838994	-1.6373913477999118
gene_100	-5.886155172569563	-5.893776666354131	-5.891790188411145	-2.2830697796079535
gene_101	-4.168713969412122	-4.213212288158184	-4.182370366127428	-2.20703852882761
gene_102	-100000000	NA	NA	-2.3025850929940495
gene_103	-2.4338002040691946	-2.433213366162029	-2.4339429255320395	-1.7746004690297152
gene_104	-6.540803160681195	-6.537255574468212	-6.531502548797821	-2.290097384545688
gene_105	-100000000	NA	NA	-2.3025850929940495
gene_106	-100000000	-14.668727751014043	-99999999.99999999	-2.3025850929940495
gene_107	-100000000	NA	NA	-2.3025850929940495
gene_108	-100000000	NA	NA	-2.3025850929940495
gene_109	-4.6996530134783985	-4.701442572726894	-4.700743832090935	-2.2347156194085063
gene_110	-100000000	-14.66920257235324	-99999999.99999999	-2.3025850929940495
gene_111	-3.168960564690398	-3.1735073154563302	-3.169088542114338	-2.0048073008350022
gene_112	-9.248853361783404	-9.17296542164707	-9.24182220651087	-2.3017656881284876
gene_113	-9.248853361783404	-9.525886496283066	-9.259302307606397	-2.3021365132671177
gene_114	-5.392881565513869	-5.408026194148214	-5.402819350648495	-2.2731248839282
gene_115	-1.9146291069706007	-1.9119164455349704	-1.9151559715475635	-1.5296999973671679
gene_116	-6.255433504889923	-6.256777062661515	-6.258035496964618	-2.28605467221332
gene_117	-2.2897928791089894	-2.314828580059742	-2.2907755025235006	-1.7197955281655275
gene_118	-0.5032989015592715	-0.4999137303934494	-0.5037637194599529	-0.5435714346829628
gene_119	-0.7817557194886902	-0.7835852427030833	-0.7815356745739865	-0.7614621487138362
gene_120	-2.4200131461877716	-2.4190596188550293	-2.4201528731800517	-1.7671544951439735
gene_121	-4.390785181853524	-4.3943557526143575	-4.391436350918634	-2.2133307573135146
gene_122	-5.401697070708446	-5.345060546592876	-5.393789898170456	-2.259503192578011
gene_123	-1.9773752061309977	-1.974373800284757	-1.9779431601752455	-1.5624299459260313
gene_124	-100000000	NA	NA	-2.3025850929940495
gene_125	-100000000	NA	NA	-2.3025850929940495
gene_126	-1.852884510206819	-1.849279065860221	-1.852704597943417	-1.4868845574744802
gene_127	-100000000	NA	NA	-2.3025850929940495
gene_128	-100000000	NA	NA	-2.3025850929940495
gene_129	-100000000	NA	NA	-2.3025850929940495
gene_130	-100000000	-14.668926757915347	-99999999.99999999	-2.3025850929940495
gene_131	-0.6553694357778763	-0.6572950879939529	-0.6551071495374293	-0.6595162309546633
gene_132	0.12604569224508053	0.1178067654195761	0.12549980065348598	0.01261087320530376
gene_133	-100000000	NA	NA	-2.3025850929940495
gene_134	-9.248853361783409	-9.354048918743576	-9.249306291419844	-2.3019775578337662
gene_135	-100000000	NA	NA	-2.3025850929940495
gene_136	-9.248853361783407	-8.394208747885601	-9.229907832910069	-2.3008054677339893
gene_137	-9.248853361783409	-9.719030353058606	-9.274412449426936	-2.3022670231465767
gene_138	-100000000	NA	NA	-2.3025850929940495
gene_139	-1.0301787547149686	-0.9877177452865056	-1.0294343912831545	-0.9370973922704081
gene_140	-7.457093892555351	-7.427687475315246	-7.439103394720448	-2.2980127761543843
gene_141	-6.8509580889850366	-6.843108747930438	-6.837968625947147	-2.2944093946513475
gene_142	-100000000	NA	NA	-2.3025850929940495
gene_143	-2.3132158775322083	-2.3086308679691983	-2.3142771060010934	-1.7299778472679634
gene_144	-2.285212528441652	-2.2847177448822484	-2.2852977585959713	-1.7086601921446445
gene_145	-2.3669748848365217	-2.3613007852677965	-2.368263907219019	-1.7536906730224204
gene_146	-0.8297563034201131	-0.8319225917371598	-0.8295685505069423	-0.7976903625141106
gene_147	-2.4138896682926014	-2.419650783489129	-2.414012294645828	-1.7664759514677948
gene_148	-1.2078956701409003	-1.2061538619100605	-1.2082230406814374	-1.0844579233815201
gene_149	-100000000	NA	NA	-2.3025850929940495
gene_150	-4.362652546429808	-4.364046396313618	-4.362432383851559	-2.2054555608732316
gene_151	-1.150301554373511	-1.1526450879598726	-1.1500240060248332	-1.0367082999325319
gene_152	-100000000	NA	NA	-2.3025850929940495
gene_153	-1.6735133104579836	-1.6732687084581972	-1.6735334910078905	-1.3860888988831614
gene_154	-3.811410000854151	-3.8830100813909127	-3.8127658756689047	-2.1500212486314307
gene_155	-100000000	NA	NA	-2.3025850929940495
gene_156	-100000000	NA	NA	-2.3025850929940495
gene_157	-100000000	NA	NA	-2.3025850929940495
gene_158	-9.248853361783405	-9.598214909402015	-9.264474501360569	-2.3021910557843155
gene_159	-100000000	-14.668694548751061	-99999999.99999999	-2.3025850929940495
gene_160	-3.318243642687403	-3.321927317328347	-3.317969219048126	-2.0438066851825525
gene_161	-2.878865742309611	-2.877241504337519	-2.879184481370749	-1.934947727243929
gene_162	-6.364609739726922	-6.3737970313162355	-6.378003733105031	-2.2897676849579938
gene_163	-0.6493208083004502	-0.6495273405627808	-0.6492908667052627	-0.6575414758265141
gene_164	-2.338047887914414	-2.3391000752415416	-2.337934032160029	-1.7294400870315845
gene_165	-100000000	NA	NA	-2.3025850929940495
gene_166	-100000000	NA	NA	-2.3025850929940495
gene_167	-6.683904004321869	-6.698009236623086	-6.693746919995767	-2.2938385297897854
gene_168	-100000000	NA	NA	-2.3025850929940495
gene_169	-9.248853361783407	-9.234034668535825	-9.245469061559616	-2.3018841308916747
gene_170	-100000000	NA	NA	-2.3025850929940495
gene_171	-3.411106908605228	-3.4082116837352547	-3.4117301979223997	-2.072846230688674
gene_172	-100000000	NA	NA	-2.3025850929940495
gene_173	-8.150241073115295	-8.036457923828323	-8.128715181828774	-2.2997773760319564
gene_174	-2.0947388732836387	-2.0926767209909642	-2.0950245128917473	-1.619510293262229
gene_175	-7.051628784447187	-7.014695118995287	-7.032959059402953	-2.294691837931259
gene_176	-4.169076189489669	-4.200038960544867	-4.178081291130453	-2.2027355653900145
gene_177	-4.89949504224548	-4.903656042095519	-4.899339397331738	-2.2398418913014617
gene_178	-1.667230257549801	-1.669174536814369	-1.6670174332962429	-1.3783637592847804
gene_179	-100000000	NA	NA	-2.3025850929940495
gene_180	-1.6557944671878915	-1.6580012362289918	-1.6556213992065054	-1.3715980780803005
gene_181	-3.9848828768992917	-3.975853760820598	-3.9868243954724862	-2.1685883960481824
gene_182	-2.6640152773097214	-2.662681699152919	-2.6642450863283256	-1.8617440591302576
gene_183	-100000000	NA	NA	-2.3025850929940495
gene_184	-7.457093892555351	-7.4567578306986135	-7.457288095962193	-2.2979312709005764
gene_185	-8.555706181223464	-8.408255812318659	-8.531030345338847	-2.300325810813393
gene_186	-2.609586281669004	-2.6089775208295545	-2.6096333211752687	-1.8398916079458159
gene_187	-1.9301496070131172	-1.9316409506915453	-1.9299547525759375	-1.5287169883896736
gene_188	-7.639415449349305	-7.623024099582769	-7.619048057131811	-2.2977682522603735
gene_189	0.8620027960566939	0.8591930426507597	0.8614958385480289	0.6951814630643821
gene_190	-1.5058717722435324	-1.5034177503218624	-1.5062484250558574	-1.2851766424071807
gene_191	-6.534202647786901	-6.514380483486738	-6.522117995368678	-2.288780849465399
gene_192	-8.150241073115296	-7.892610626701303	-8.116195416635543	-2.2988932718871036
gene_193	-5.835486120849716	-5.92291704516461	-5.899388352842602	-2.286133020650394
gene_194	-2.0144486215274817	-2.0132342177558886	-2.0146250848166454	-1.5770160811326388
gene_195	-5.385737910506264	-5.382365945706064	-5.390417251059949	-2.2695127668482926
gene_196	-8.55570618122346	-8.628644779688383	-8.575186418615592	-2.3014924753798915
gene_197	-9.248853361783407	-9.69788408355208	-9.272553680520957	-2.30225497902823
gene_198	-1.9957742376712364	-1.998927821972322	-1.995535191408908	-1.561109050754106
gene_199	-100000000	NA	NA	-2.3025850929940495
gene_200	-2.146535762314111	-2.144709265168251	-2.146838595341302	-1.6463128333729
gene_201	-1.3324236460721595	-1.3287701617193397	-1.333057907067852	-1.174447582625906
gene_202	-3.764006864036437	-3.775078790553833	-3.7646399098507537	-2.1377345798615375
gene_203	-6.253121088229415	-6.2451255459468	-6.24377466935138	-2.287821731129686
gene_204	-100000000	NA	NA	-2.3025850929940495
gene_205	-2.2593430816352837	-2.2632115270588256	-2.259074157449714	-1.688266295538912
gene_206	-8.150241073115296	-8.147599897710677	-8.145341660096983	-2.3005169893401636
gene_207	-3.9984671786106243	-4.001829245771181	-3.9980960659675926	-2.164027130695291
gene_208	-2.072122436140583	-2.0695453891057007	-2.072528914787076	-1.6092489320869443
gene_209	0.0740586423257317	0.06863592627823488	0.07365438411291861	-0.0345965403692214
gene_210	-9.248853361783407	-9.291625797502894	-9.246453337536007	-2.3019106240632006
gene_211	-100000000	NA	NA	-2.3025850929940495
gene_212	-100000000	NA	NA	-2.3025850929940495
gene_213	-0.2332014471795804	-0.23781795108433032	-0.23323910044533122	-0.30536748099267186
gene_214	0.14926883631503057	0.14889808747077865	0.1488854527561583	0.03279510170289638
gene_215	-2.011347244294354	-2.0117943326273298	-2.011286114935103	-1.5737579005763789
gene_216	-100000000	NA	NA	-2.3025850929940495
gene_217	-1.6016642544218391	-1.6048914110043009	-1.6012929992063718	-1.3368486872022476
gene_218	-9.248853361783405	-10.031152257312966	-9.30812012721135	-2.302397635446427
gene_219	-100000000	NA	NA	-2.3025850929940495
gene_220	-2.4454583903215537	-2.4531475806963874	-2.445655597946166	-1.762095257369146
gene_221	-2.2438066703037265	-2.2457878986856725	-2.243617528788315	-1.6844700530871817
gene_222	-1.9568369720997927	-1.9592428374376138	-1.9564893511239894	-1.5428258954091443
gene_223	-100000000	NA	NA	-2.3025850929940495
gene_224	-100000000	-14.668936367983541	-99999999.99999999	-2.3025850929940495
gene_225	-0.6903870989834074	-0.6920549153225712	-0.690189786631677	-0.688978222703169
gene_226	-100000000	NA	NA	-2.3025850929940495
gene_227	-7.639415449349307	-7.647177678516444	-7.6467954640857565	-2.299104836092809
gene_228	1.9996681958102993	1.9995445753252934	1.9987741386983293	1.7995198907972036
gene_229	-3.6192692199327743	-3.6212322178443306	-3.619104705139345	-2.107108919333506
gene_230	-1.975544443324949	-1.9743738002165554	-1.9757169011746476	-1.5578271595080513
gene_231	-1.64307071655994	-1.6419688289313716	-1.6431841235905427	-1.3691907651256017
gene_232	-5.819702103858767	-5.822213000715096	-5.830929489913084	-2.281710481875765
gene_233	-100000000	-14.669159258195045	-99999999.99999999	-2.3025850929940495
gene_234	-7.051628784447187	-7.082239977322315	-7.107535126716371	-2.2975798565220598
gene_235	-100000000	NA	NA	-2.3025850929940495
gene_236	-6.473634291883094	-6.471369771131694	-6.465858222941208	-2.288829127292151
gene_237	-0.3324339225371421	-0.3299353821362905	-0.332566322757883	-0.3955741076191444
gene_238	-6.850958088985036	-7.027356776307748	-6.917696879957141	-2.2965222256042157
gene_239	-5.43636394050135	-5.4342804147075094	-5.433732538544062	-2.2663707565820768
gene_240	-6.394893777949948	-6.491037229730924	-6.5089688056373385	-2.294105171936542
gene_241	-6.94626826878936	-6.966899971476897	-6.9991139331789185	-2.2950438242883524
gene_242	-8.55570618122346	-8.572977098384202	-8.556068490752688	-2.3011490058400246
gene_243	-9.248853361783407	-9.225354155856326	-9.244636360536203	-2.3018601031575843
gene_244	-7.639415449349306	-7.73965258666628	-7.750006051011826	-2.2995239231742204
gene_245	-100000000	NA	NA	-2.3025850929940495
gene_246	-8.555706181223462	-8.555339330543282	-8.550820029910826	-2.301195258471971
gene_247	-8.55570618122346	-8.713701884778285	-8.576038610149634	-2.3016520849071957
gene_248	-100000000	NA	NA	-2.3025850929940495
gene_249	-100000000	NA	NA	-2.3025850929940495
gene_250	-4.588999964223513	-4.586744617701149	-4.590233600027361	-2.229856851996068
gene_251	-8.555706181223462	-8.627543608961151	-8.574470490714159	-2.301430730734053
gene_252	-100000000	NA	NA	-2.3025850929940495
gene_253	-7.457093892555352	-7.443556045283007	-7.446004892375178	-2.29816663400443
gene_254	-1.9395832570997957	-1.951353319866168	-1.939956566208279	-1.5412659025573117
gene_255	-5.534191235030534	-5.534641922015934	-5.533551360295083	-2.270173053555229
gene_256	-100000000	NA	NA	-2.3025850929940495
gene_257	-6.476264639543625	-6.458162702302397	-6.4530142665458365	-2.2887861827000364
gene_258	-9.248853361783407	-9.236556758012096	-9.245373551267608	-2.301881453177074
gene_259	1.295716357496951	1.3170686982641509	1.2941839122058745	1.1171841720952855
gene_260	0.3645048680071823	0.3826595142990879	0.3634515039694471	0.23527687311877676
gene_261	-7.051628784447187	-7.028024074099625	-7.020554585819611	-2.295423459208458
gene_262	-1.428761857565605	-1.4300209166903513	-1.4285618779266243	-1.2301804885035421
gene_263	-2.3665367445747574	-2.371557285056946	-2.366425012129337	-1.7338737944173686
gene_264	-2.705448794650898	-2.7049415076735466	-2.705541968834118	-1.874355593566903
gene_265	-100000000	-14.668967640854508	-99999999.99999999	-2.3025850929940495
gene_266	-5.631866858225595	-5.634778587632841	-5.629831884748129	-2.270429993696598
gene_267	-2.1626597297813848	-2.1646269355815875	-2.1623974981653005	-1.6452133054914337
gene_268	-2.74039845707691	-2.7415756400469244	-2.7402619114899482	-1.8874853072675908
gene_269	-100000000	NA	NA	-2.3025850929940495
gene_270	-3.618610953107817	-3.6212322177535814	-3.6184623824065003	-2.1034914888629834
gene_271	-1.5610504914763306	-1.6815954215966067	-1.5629132495083875	-1.3357778937932647
gene_272	-8.150241073115296	-8.119042713658803	-8.138165607432917	-2.3003065315458784
gene_273	-5.998924601795626	-6.0100526950222735	-6.016825575776847	-2.286137635506268
gene_274	-8.150241073115296	-8.123278352362028	-8.13040838475777	-2.299710618100165
gene_275	-2.1532678509967282	-2.1537889807602633	-2.1532109289447585	-1.6450490893288383
gene_276	-1.2763052423946282	-1.2760425764538008	-1.2763048927689618	-1.128692555279829
gene_277	-5.773764037906561	-5.775127574850229	-5.7644818598725225	-2.2753219975351664
gene_278	-7.457093892555352	-7.463041070756482	-7.466042632879751	-2.298527507547716
gene_279	-1.5589730806619404	-1.5631916368689862	-1.5596522695858097	-1.322909616558883
gene_280	-3.0215691066813712	-3.0183719018903177	-3.021861278187052	-1.9782284877063039
gene_281	-2.4416698055722725	-2.4442388360017087	-2.441437754680181	-1.7705501361276919
gene_282	-1.9333781556006344	-1.9362998608641528	-1.9330730787660684	-1.5284035371663234
gene_283	-100000000	NA	NA	-2.3025850929940495
gene_284	-3.62861174668314	-3.6479763329716053	-3.6337576674101255	-2.123927844393377
gene_285	-100000000	NA	NA	-2.3025850929940495
gene_286	-4.097082257360721	-4.3458476332482565	-4.101689376287353	-2.1984671828788223
gene_287	-3.337282201343153	-3.3717905396097243	-3.3418668045647477	-2.0674175151158765
gene_288	-2.0948007924853274	-2.093457056527637	-2.0950712905085527	-1.6208564784071051
gene_289	-100000000	NA	NA	-2.3025850929940495
gene_290	-2.985322104671258	-3.4960629100378333	-3.0051951498457248	-2.0325299877485454
gene_291	-4.8000038770806555	-4.799067316585869	-4.80152515236862	-2.2419375434684516
gene_292	-6.850958088985035	-6.890067254497171	-6.8898436943963555	-2.2958257898473065
gene_293	-1.1498915019515716	-1.1728924799612648	-1.1515068909723483	-1.0532774773993254
gene_294	-4.641161410448766	-4.642489402043291	-4.6409082916811855	-2.2257874777986433
gene_295	-100000000	NA	NA	-2.3025850929940495
gene_296	-100000000	NA	NA	-2.3025850929940495
gene_297	-8.150241073115296	-8.030541007118014	-8.12517727099189	-2.2997979233177497
gene_298	-100000000	NA	NA	-2.3025850929940495
gene_299	-100000000	NA	NA	-2.3025850929940495
gene_300	-2.694620530563135	-2.6862698742860345	-2.6941739415328927	-1.8652229663349063
gene_301	-100000000	NA	NA	-2.3025850929940495
gene_302	-100000000	NA	NA	-2.3025850929940495
gene_303	-7.051628784447187	-7.040331345620488	-7.03869669451069	-2.295936587321024
gene_304	-8.150241073115296	-8.127533443177796	-8.142541806051788	-2.300052630414932
gene_305	-3.531098922196549	-3.6656505308975986	-3.538204236196637	-2.1133567678056213
gene_306	-100000000	NA	NA	-2.3025850929940495
gene_307	-3.6535783616449535	-3.657866347294307	-3.653334398242612	-2.11048416810235
gene_308	-100000000	-14.668959119217828	-99999999.99999999	-2.3025850929940495
gene_309	-7.862559000663515	-7.896949319147146	-7.895484846085985	-2.29937885319831
gene_310	-0.9004675253985462	-0.9244640865326208	-0.9013027236412103	-0.8676305826662066
gene_311	-6.683904004321869	-6.751575892052849	-6.797866338986204	-2.2949563970117737
gene_312	-3.285037713743766	-3.33609477198995	-3.288564707886044	-2.0612361543181894
gene_313	-1.6826932667060566	-1.6830600775345796	-1.6826419907831542	-1.389557156135051
gene_314	-2.529293688790376	-2.52142163085984	-2.5303534874005624	-1.8209539643435868
gene_315	-100000000	NA	NA	-2.3025850929940495
gene_316	-100000000	NA	NA	-2.3025850929940495
gene_317	-3.671439134180849	-3.6729042227663684	-3.671310139648343	-2.1147095067280994
gene_318	-2.2143447738008897	-2.2197657933665433	-2.2142198061438303	-1.664772551754576
gene_319	-2.5088818925405936	-2.509516728222145	-2.508838434562903	-1.801107084886872
gene_320	-2.4208984116006382	-2.419059618880807	-2.4206483135763857	-1.7693413609665773
gene_321	-5.3822891573383975	-5.383339463770438	-5.389067672771853	-2.270471353066761
gene_322	-8.150241073115296	-8.092334676946056	-8.1327462677216	-2.3000148826245628
gene_323	-100000000	NA	NA	-2.3025850929940495
gene_324	-3.7532182028695296	-3.747595119428669	-3.754373135778699	-2.137200203787811
gene_325	-100000000	NA	NA	-2.3025850929940495
gene_326	-2.254616659394638	-2.254920375238957	-2.2545691517194775	-1.692726998574658
gene_327	-100000000	NA	NA	-2.3025850929940495
gene_328	-2.4295656062192506	-2.431022784747505	-2.4293924198503016	-1.7664430235688724
gene_329	-5.30580530466379	-5.307523965631513	-5.30157719714411	-2.2592407757149005
gene_330	-1.5401818889029242	-1.537752108647081	-1.5406238160622443	-1.3091108898393344
gene_331	-3.930632321547413	-3.93262484223081	-3.932273126745973	-2.1646166251360293
gene_332	-3.7370050268076906	-3.761220388685047	-3.7473116283296823	-2.1514596170433453
gene_333	-3.8955177209837313	-3.9038828639357015	-3.8967477337028287	-2.155450742579775
gene_334	-7.862559000663516	-7.846024063863178	-7.8457947638527585	-2.2993866525030184
gene_335	-2.341864814846319	-2.342098578250503	-2.3418303307222024	-1.7314839080757656
gene_336	-1.181709795973527	-1.1839024652840096	-1.1814107173287336	-1.0608333706958935
gene_337	-2.2592590796069296	-2.2613631103701852	-2.2591235961582963	-1.6912574557198756
gene_338	-8.55570618122346	-8.538102013216314	-8.54892715048777	-2.301131746367878
gene_339	0.5742223130826299	0.5683134850199696	0.5738449424539643	0.4225945756255854
gene_340	-1.6172569058015573	-1.6169368470985024	-1.6172939059257674	-1.3523898994751375
gene_341	0.3085599235752516	0.31509726204329097	0.3090584219212351	0.16762386591471307
gene_342	0.806354686842953	0.8056063048351843	0.8067464220007864	0.6340491004719869
gene_343	-0.38204410761897406	-0.3855205278559539	-0.3817994533116003	-0.4333944327974785
gene_344	-2.392567997097418	-2.3892384530062762	-2.3931723751600145	-1.7600220837012543
gene_345	-4.069759165328088	-4.069613766641581	-4.070223759637398	-2.1767884219836002
gene_346	-3.427401508964842	-3.4258074451139877	-3.427600678660818	-2.073063435146864
gene_347	-100000000	-14.669213276741027	-99999999.99999999	-2.3025850929940495
gene_348	-2.6673787303086254	-2.662558362405841	-2.6673841172529227	-1.856212439593979
gene_349	-5.2747024535969	-5.272743267065305	-5.273373354560808	-2.2621247064939323
gene_350	-100000000	NA	NA	-2.3025850929940495
gene_351	-9.248853361783404	-9.116449508931264	-9.240383409979662	-2.30170762980212
gene_352	-100000000	NA	NA	-2.3025850929940495
gene_353	-0.8388649186637018	-0.7871725594676114	-0.8379037542812967	-0.7913399556222052
gene_354	-100000000	NA	NA	-2.3025850929940495
gene_355	-7.8625590006635155	-7.8364985236655755	-7.834817587652932	-2.299097865440536
gene_356	-5.2905375011497355	-5.285762487961803	-5.302546379498015	-2.2701813557092905
gene_357	-2.5549563431818867	-2.556769612615571	-2.554769072132443	-1.8168076377680016
gene_358	-2.737906106691163	-2.737108022754011	-2.737964458059889	-1.8859885621097612
