gene	glm_gp	DESeq2	DESeq2_glmGamPoi	edgeR
gene_30	6.722794527368206e-15	2.4887778522962893e-4	7.649395851859878e-15	4.363826112213513e-16
gene_31	7.42564540050964e-263	3.4046384193688106e-203	1.4364282860898786e-263	0
gene_32	0.8262635602668866	0.9630851430752085	0.8266908075719299	0.8082820643504124
gene_33	2.0862934241782245e-63	1.2736129058075729e-63	1.0058411428970226e-63	1.1586710722175761e-51
gene_34	3.768382065857986e-8	0.2902999813360706	5.543642233798632e-8	1.1921657720624798e-8
gene_35	2.1879223615452786e-14	9.991038688737823e-4	1.3778614800330993e-14	5.30702996848021e-19
gene_36	1	NA	NA	1
gene_37	1.1129382491018678e-57	3.3406475217502785e-74	2.159952594876097e-58	6.3887535850660556e-46
gene_38	2.8034458745059415e-88	3.563346211583619e-91	3.702690101279367e-88	4.900508489230728e-81
gene_39	1.8167249227958363e-157	2.872098954939428e-199	7.02934949338919e-157	7.458556084831264e-180
gene_40	7.105345113819322e-6	0.3352119711138616	7.790569447771724e-6	8.820756831248811e-7
gene_41	2.551951444253519e-149	6.776114988341791e-110	2.676339570489593e-149	5.5400166489776026e-198
gene_42	1.396549181394207e-31	2.4303387027803775e-13	1.3133770372863568e-31	4.4363399101712134e-36
gene_43	5.73648379901102e-4	0.3470536284737039	5.552462791864278e-4	5.728568490284078e-4
gene_44	0.44052579944961745	0.5721177025036354	0.4390928394094866	0.4410997521748995
gene_45	6.156770409318263e-53	2.4660675497553178e-51	2.3099272993104163e-53	5.0676130480191004e-70
gene_46	7.782298907711487e-33	1.0365746787174358e-8	7.975870470324884e-33	7.530009085398434e-39
gene_47	1	NA	NA	1
gene_48	0.08522243137032275	0.6950223052116246	0.09499163934869036	0.016484983526438356
gene_49	1.7799339852404882e-46	3.720914098500893e-52	3.296125569469466e-46	1.09476740843474e-50
gene_50	0.05572804518591469	0.5327883758825244	0.05718543719919612	0.05575387004538163
gene_51	2.2510187183074414e-20	1.1994335915941457e-25	2.2974954048072463e-20	1.0429804597226844e-16
gene_52	3.0058700731610622e-9	2.9400210448371574e-09	2.947348878092493e-9	3.451762790291416e-9
gene_53	0.7857890845609926	0.8631362073229178	0.7841058694621253	0.7858249244587672
gene_54	6.336657864010719e-105	8.1548354209309207e-58	5.291876301991273e-104	4.419563123735607e-139
gene_55	0.05491587320659148	0.5367344525804743	0.05286918410071038	0.05494089275981238
gene_56	2.5569634639098793e-5	0.20883456855457	3.5892051629950364e-5	1.5472193364337192e-7
gene_57	1.2092675480024126e-25	2.230851880433007e-5	1.3967233239047378e-25	2.1732500722940453e-26
gene_58	2.0526799580205603e-11	0.02709075511578291	2.2845250939824752e-11	1.6261018366855522e-12
gene_59	0	0	0	0
gene_60	0.2856865949195525	0.8610518156676533	0.28229442540054434	0.28689369213627935
gene_61	2.9724503679259127e-5	0.07157273199704786	2.965277629614019e-5	1.2173633267455984e-5
gene_62	4.403544069630888e-226	1.6665420254948929e-223	1.4759741391400293e-223	8.465254862138164e-225
gene_63	6.293395158778208e-92	1.1109894733212603e-82	3.256209476908576e-91	2.1202103095290582e-139
gene_64	1	NA	NA	1
gene_65	2.6383195975070993e-28	8.618127107328786e-27	2.6868671958319895e-28	3.627396459008756e-31
gene_66	0.23856842822591365	0.6260166385384544	0.24034157960926347	0.23899037566700956
gene_67	1.8189168812562162e-33	1.3243885347189323e-35	1.639577778544287e-33	5.319157988907548e-30
gene_68	3.2504722877580966e-97	1.9006279572980232e-108	6.745090337736183e-100	4.66421447158127e-76
gene_69	0.12794771112840564	0.8069328405536675	0.1293121310625857	0.1258676707534847
gene_70	2.6858666162204094e-15	2.1231551026367307e-17	2.683427156773732e-15	1.2131552656982663e-12
gene_71	6.799469578618525e-10	4.896740281610972e-4	6.677015561569049e-10	2.5455321262614226e-10
gene_72	1	NA	NA	1
gene_73	2.6002782836492593e-38	1.3989026243991333e-18	4.5973432519984107e-38	6.680613563228763e-43
gene_74	1	NA	NA	1
gene_75	2.129707953362625e-6	0.19126966316186023	2.2308977813270365e-6	1.359208237513816e-6
gene_76	0.01272366401456165	0.28803933599184955	0.012807627884680753	0.012742101950167287
gene_77	0.607095490941148	0.9322102462322688	0.6064859305891964	0.6070960980167972
gene_78	0.37433330238984264	0.9662148541046386	0.4203319966227005	0.35890589571620535
gene_79	1.5738519550766985e-7	0.14306983915587904	1.9791443591564185e-7	6.141280504983083e-8
gene_80	4.163151253101566e-36	1.0101872756965022e-24	4.7540387906204927e-36	4.64002448708099e-52
gene_81	1	NA	NA	1
gene_82	1	NA	NA	1
gene_83	1	NA	NA	1
gene_84	0.09093069705467996	0.42851665423346863	0.09139096302300104	0.09106159898220535
gene_85	1	NA	NA	1
gene_86	0.35117451749131334	0.9379929697142797	0.34930018043685807	0.2674683570371101
gene_87	2.2516771655227074e-180	2.9439445129330933e-161	2.483607772272473e-160	0
gene_88	1	NA	NA	1
gene_89	0.6865724586518633	0.9611123453365314	0.686827446766888	0.6436620476734176
gene_90	1	NA	NA	1
gene_91	1	NA	NA	1
gene_92	1	NA	NA	1
gene_93	0.8914342686021335	0.9561825732547579	0.8843177162473382	0.8914336610332073
gene_94	6.015411773620978e-15	7.345800471019782e-21	1.0575330448059988e-14	1.3266405247557444e-14
gene_95	1	NA	NA	1
gene_96	0.2069208629747417	0.7241951890312684	0.19224697950263675	0.2068874939202696
gene_97	0.8516371086311263	0.9884880391664835	0.8519025669662845	0.8396264666709121
gene_98	2.223930013908515e-24	1.1178741920596307e-8	1.9551394578976346e-24	1.2366708751485345e-35
gene_99	2.48441876626854e-43	4.5319316745267864e-35	2.911872918779803e-43	1.1818463730115244e-51
gene_100	1	NA	NA	1
gene_101	3.2280446755773494e-10	4.273545347533416e-8	3.1830618014904916e-10	2.6692785422425196e-10
gene_102	0.6610449784796605	0.955107219561671	0.6728557354146101	0.6610332864649493
gene_103	0.7858058181644132	0.9158150980792783	0.7851715147146255	0.7858175736824534
gene_104	8.613103291585017e-5	0.453498463664404	1.2451822242021246e-4	1.7663691116641773e-5
gene_105	0.14091929277602103	0.894757078933092	0.15111446490649644	0.14088835084958512
gene_106	0.010938295167552835	0.30965366429472585	0.008960687855441539	0.0043611194872172025
gene_107	0.0019839887912781124	0.5898195531751849	0.002197547525419574	0.0011053838360825113
gene_108	0.5259206001123913	0.9906109835808985	0.5335377230732039	0.5258901720097914
gene_109	0.003197324958205791	0.4583690238893774	0.003398784186254292	0.0022085129470182947
gene_110	0.13630772578221056	0.5009980418261822	0.13682245304370141	0.13652762925398168
gene_111	0.23856842822590513	0.6358984186410832	0.2407726201523157	0.2389874481695615
gene_112	4.524734734564305e-6	0.057281638188305485	4.425268716622387e-6	4.202598402188408e-6
gene_113	4.4859076347548044e-4	6.7154106626502545e-6	4.605327098133919e-4	1.0403926659556736e-4
gene_114	0.0121460392165069	0.4556341769991266	0.014331556100497175	0.012145303815060463
gene_115	0.3383012729527046	0.8485243090518849	0.339529911591131	0.31324821549922005
gene_116	2.5329629173295503e-55	9.096538896518147e-64	2.100219547454313e-55	2.5271790800444176e-46
gene_117	5.104238877132397e-262	1.6378437966397088e-271	5.671856276350699e-262	2.1941393735809838e-216
gene_118	2.870089629384392e-39	6.32006521735019e-50	3.424888914151102e-39	2.8271280550870172e-43
gene_119	4.3637589261463695e-164	2.0595117510724962e-126	1.5980510347445333e-162	8.610159306193531e-290
gene_120	0.0950890080416201	0.6949619133573863	0.09260821413334283	0.09506938433959866
gene_121	1.49070643628614e-26	7.4708215701815e-27	1.4117751696577035e-26	1.3412242223069144e-28
gene_122	1	NA	NA	1
gene_123	1	NA	NA	1
gene_124	3.461653388114072e-5	0.4073085094064186	4.1134761689872805e-5	9.924552849581046e-6
gene_125	0.23856842822591595	0.6796575924717402	0.2440887510637605	0.23897450528855396
gene_126	1	NA	NA	1
gene_127	1	NA	NA	1
gene_128	1	NA	NA	1
gene_129	1.2394800125691756e-196	4.4045519865013025e-215	9.233822729734706e-197	3.6177423841826544e-161
gene_130	3.777545535749277e-33	5.942337313755852e-46	2.420562417265699e-33	2.8915225968624146e-28
gene_131	1	NA	NA	1
gene_132	1	NA	NA	1
gene_133	7.488722861129317e-4	0.2551548604506732	8.258405562232539e-4	7.48963635873087e-4
gene_134	1	NA	NA	1
gene_135	1	NA	NA	1
gene_136	0.16518019936430106	0.52617059730711635	0.1561265793707048	0.15550546818054614
gene_137	0.5491517885729211	0.9359736498036316	0.5514081873521537	0.5035782776400308
gene_138	1	NA	NA	1
gene_139	0.6105187717494487	0.6851362638303959	0.5570288563544957	0.5585659990875682
gene_140	1	NA	NA	1
gene_141	6.255471130372374e-50	9.974413022685374e-54	5.265715692335376e-50	8.195729368498114e-48
gene_142	3.8164428379967387e-16	2.5969815034436347e-16	3.8836428950331753e-16	1.348119360261146e-16
gene_143	6.4838294175427914e-170	1.3058411554526316e-183	3.909968156125512e-169	2.8514433312885082e-157
gene_144	6.421216348877938e-42	1.5986106637450758e-43	6.624039909997448e-42	2.686079318732093e-43
gene_145	0.00802742887599074	0.47948783564157477	0.00810136719621346	0.006333493326753772
gene_146	1.6522590638748386e-182	5.118365432219692e-184	2.838195363127105e-184	8.422720173712705e-227
gene_147	1	NA	NA	1
gene_148	7.853183349993303e-4	0.7157126823432421	0.0010052483850998002	5.62604909562153e-4
gene_149	3.750896287234037e-79	9.873257483767424e-81	3.3782067512016504e-79	2.2838454474493436e-65
gene_150	8.021515603772598e-5	0.45666179628188647	1.443815487597476e-4	7.991456769398788e-5
gene_151	1.7035927045923135e-261	4.099272842116767e-272	1.433120500047917e-262	5.561192469215788e-207
gene_152	9.774631616857927e-175	1.0457363594896341e-113	7.337898503854359e-177	1.294208388527478e-231
gene_153	0.2670651438645734	0.906912521865538	0.2675010640830044	0.2670369022954677
gene_154	0.23336988973436873	0.7366324340333488	0.2431013105650533	0.23339787748877275
gene_155	0	0	0	0
gene_156	0.11202819525751156	0.8647293276508944	0.12162704181773429	0.11199825626254765
gene_157	1	NA	NA	1
gene_158	2.621719658242349e-9	0.050449009289343635	3.0257765083653437e-9	1.546921967412391e-9
gene_159	0.22166672996635856	0.8986916996129924	0.22798871971299683	0.19266088188636082
gene_160	0.22307013279087884	0.7638572514357678	0.22175380186548121	0.22318746968740621
gene_161	1.7047285359615621e-28	5.633852339167176e-29	1.7848884387638357e-28	6.77872304616109e-26
gene_162	5.114437641778392e-18	2.1469864626962965e-10	5.577206127835582e-18	1.0224971832910677e-19
gene_163	1	NA	NA	1
gene_164	1	NA	NA	1
gene_165	0.25949675958998175	0.6221064328496193	0.2615459885965459	0.25990782043632393
gene_166	1	NA	NA	1
gene_167	0.011844905304502482	0.813571239960584	0.015084435811928525	0.01183349996103691
gene_168	0.014948762256541862	0.4285341949189199	0.01634418876008887	0.01495960607342595
gene_169	8.947693498504894e-10	5.783857303312908e-5	8.836427320390958e-10	5.771508601842216e-11
gene_170	0.4297687012037321	0.7795598060332392	0.42871888697021765	0.4297590885001082
gene_171	0.25766273225991293	0.9478497880470963	0.2689190431789887	0.2576299046031864
gene_172	2.847144063545001e-153	1.9458339071653838e-187	3.2029701553374633e-153	2.2253038762182973e-173
gene_173	3.127590359450251e-5	0.1329442884026543	3.5702980984658846e-5	2.684913351307754e-6
gene_174	0.049366181218179137	0.6908956072787799	0.049914084913734016	0.030068521185547863
gene_175	0.038562238517470815	0.707272031383498	0.03908027185412711	0.036089283179724964
gene_176	1.4371023840819506e-44	2.1668296422768936e-48	1.1953368100634651e-44	3.4368164381435935e-48
gene_177	1.3294024872572394e-14	0.00514440910394283	4.657634738358566e-15	2.1499034321303753e-22
gene_178	2.694903223865219e-45	7.417788890584539e-45	2.6041396499008518e-45	4.1458816310122405e-46
gene_179	0.0034340259427247466	0.058497763257460964	0.003438874525548138	0.0031837014464677887
gene_180	7.049631723604029e-13	5.282796527743318e-14	7.414535993086739e-13	6.100357130127621e-13
gene_181	0.4405257994128292	0.5907838034515923	0.43936491129567445	0.44108854461902913
gene_182	0.08128108958879557	0.8460182286467133	0.09935725290386942	0.07784575168058802
gene_183	0.21625086137157024	0.8554750693145678	0.22272413515852296	0.2162244105183881
gene_184	1.508289695064537e-5	1.4687638888509325e-5	1.5100628353655372e-5	8.088309252311406e-6
gene_185	1.4292011198851708e-11	6.655835848079689e-14	1.4574897592158775e-11	1.903518847822199e-13
gene_186	2.6739899531749185e-74	1.4872611978314251e-38	2.0173605058259496e-74	8.0762110647110545e-86
gene_187	7.156875230835554e-18	1.7772112629226402e-23	5.116706906250718e-16	3.9901893812989195e-8
gene_188	1.0191293184837847e-27	2.9039049921340067e-33	9.775589310002564e-28	2.5828277802748085e-20
gene_189	0.156024944743532	0.8731707543658639	0.17048222546999636	0.15599100754743345
gene_190	1	NA	NA	1
gene_191	1.512131724208143e-4	0.473232326163946	1.604594276724484e-4	1.1688972176183243e-4
gene_192	5.186041689912148e-87	2.332026934465998e-102	7.04198805199183e-87	8.08272693027097e-98
gene_193	0.023967160806744946	0.46170071716597005	0.022835694170902414	0.02395417459405935
gene_194	1	NA	NA	1
gene_195	0.12521834504078963	0.5641315208855209	0.1121287179819663	0.08614746669599584
gene_196	4.863876900588594e-20	1.707353189571823e-9	4.911327629659384e-20	7.112905026668092e-23
gene_197	1	NA	NA	1
gene_198	4.478992694996988e-21	1.5556451815331518e-21	4.318186597966712e-21	3.941861558373463e-21
gene_199	4.605260007563157e-62	8.470024032978106e-69	3.2426288831611316e-62	3.0036772399439777e-48
gene_200	0.16269339999803206	0.7265022760979074	0.16302581001647407	0.1439779830224039
gene_201	8.270359896054746e-13	6.668440035364201e-4	2.9900567967042706e-12	7.549632536726924e-20
gene_202	1	NA	NA	1
gene_203	5.2378702937326435e-5	0.09678995867724216	5.2971933010429724e-5	1.6215522158697255e-5
gene_204	0.2860968505262535	0.5458675396930086	0.2594448076876118	0.2599352705763365
gene_205	5.73390259875763e-15	5.121533143723039e-16	5.870381091462708e-15	5.254228105039606e-16
gene_206	1.7951877989700588e-160	6.623898452978655e-168	2.976118822815176e-160	5.841124513763983e-147
gene_207	0	0	0	0
gene_208	0.26111010504032717	0.5003834991001768	0.26029776951399647	0.26156285256272854
gene_209	1	NA	NA	1
gene_210	1	NA	NA	1
gene_211	0	0	0	1.915483685e-315
gene_212	2.5041465702849705e-61	2.5212688657653697e-68	1.4667391870428963e-63	7.962964484654246e-47
gene_213	1.5228363876197083e-38	1.9500350006740048e-37	1.373516115499217e-38	8.462228957117125e-43
gene_214	1	NA	NA	1
gene_215	4.12121712522925e-11	3.0410473648703316e-5	5.0185615592958786e-11	1.9051848084821428e-12
gene_216	0.3225189313073304	0.6295547570621665	0.3233116314666845	0.3229568918032972
gene_217	0.27840956716905985	0.5550775093281679	0.2596340960935329	0.25993166110831417
gene_218	4.143972608242875e-19	1.992777758607726e-8	4.164840325783968e-19	3.3367628307725263e-21
gene_219	1.0323233648508644e-31	1.0110309070148402e-7	1.1683805160318685e-31	9.208585012667063e-33
gene_220	1.9906705777961665e-44	4.016050241198588e-18	1.525233890739103e-44	1.7480766094336232e-48
gene_221	1	NA	NA	1
gene_222	1	NA	NA	1
gene_223	4.0212454447154747e-134	6.511623625294229e-142	3.1112986198566814e-134	2.542685173124841e-106
gene_224	1	NA	NA	1
gene_225	1.58788176439263e-9	0.2572412616757848	1.1621598818427757e-8	8.028637159013264e-10
gene_226	1.6378968051853746e-124	2.30754352985884e-127	3.188153121733751e-123	1.2158847351473822e-126
gene_227	9.541231763155483e-15	1.7072754437413568e-5	9.114524731837747e-15	2.3087395684862396e-15
gene_228	3.207528476995592e-101	9.671270585064821e-105	3.0731432763922274e-101	1.4016381864221413e-80
gene_229	4.2621399081561426e-26	1.532435231138458e-26	4.1828695739473757e-26	9.084930016066274e-22
gene_230	0.00365995671207293	0.3229850255671743	0.0036620845980906216	0.0024873818520529454
gene_231	0.13591138731845304	0.5214058632984051	0.1308589346920912	0.1328159211984538
gene_232	0.06239443285534975	0.665067143960961	0.06247492162004971	0.059397579185505
gene_233	1	NA	NA	1
gene_234	0.05575900201372476	0.9343578070317914	0.07807403496579113	0.05573187481329544
gene_235	1.5974746238898258e-104	4.2103404443478185e-112	1.1169545639803438e-104	5.473366603734462e-100
gene_236	2.0501721657480348e-16	0.002851993096408509	1.9489908090378836e-16	1.2014726020387296e-18
gene_237	0.7366880432490702	0.9944223170532354	0.7482066089652929	0.7366775614325075
gene_238	2.964158445770609e-4	0.19122638559837024	3.355511049214256e-4	7.706035564375186e-5
gene_239	0.07021602136908231	0.7522551850165369	0.06760433966936746	0.057504668241686284
gene_240	0.9050649409950791	0.9843312607046054	0.911225807729374	0.8964676639208434
gene_241	0.2611081011290502	0.467859728670359	0.2597851048131982	0.26158237673897505
gene_242	0.11441787988177246	0.8209192769942626	0.12255749404348024	0.11439616017622267
gene_243	1	NA	NA	1
gene_244	0.7207287728167764	0.9559222294738514	0.7251346361104225	0.7206951252284236
gene_245	4.715739684122024e-6	0.12560372746752146	5.3441313020297085e-6	4.696948629035968e-6
gene_246	1	NA	NA	1
gene_247	0.09966090594357553	0.4860757850254251	0.09998098220409589	0.09979728972615416
gene_248	0.34842882417004245	0.9149560220982881	0.34924658986269874	0.3259351548101508
gene_249	2.9998218660468035e-4	0.19017649642021817	3.0734519748268786e-4	1.0184524369870633e-4
gene_250	1	NA	NA	1
gene_251	1	NA	NA	1
gene_252	0.27189116610916764	0.6705872210726074	0.27228746448430174	0.272066207673579
gene_253	0.937429050097012	0.9152374381706323	0.9369362067890137	0.9374681921542662
gene_254	1	NA	NA	1
gene_255	1	NA	NA	1
gene_256	0.25504236943648223	0.6081192027941914	0.25347492410633937	0.2522588946610016
gene_257	2.9860144723111346e-35	3.1246909408483327e-11	3.4561039641377555e-35	7.519262250958323e-44
gene_258	9.7541370748276e-10	0.07267802708850381	1.0465141683650584e-9	7.229067947691951e-11
gene_259	1	NA	NA	1
gene_260	3.56836586840066e-84	1.8521512815306657e-97	2.2226662509714725e-84	6.567799034047882e-69
gene_261	3.3243312300802395e-10	0.004784240517565535	3.353238052524478e-10	1.31816892277748e-10
gene_262	7.400057203229024e-4	0.015686689740408963	7.367036892172565e-4	7.038349566561463e-4
gene_263	1	NA	NA	1
gene_264	0.2691938936073281	0.9688731256273095	0.2892317508502362	0.2691583832035871
gene_265	2.4626925253215158e-5	3.257591830950767e-5	2.509793463996117e-5	7.893619831126e-6
gene_266	3.020772266685738e-12	6.330549035799177e-11	4.3247243359904865e-12	5.442877156075308e-23
gene_267	1.1013247237014893e-6	0.13477994536158802	1.3951950968341854e-6	1.0959837804742669e-6
gene_268	0.0011779407088849058	0.11567720008358402	0.0011805560182192143	8.943406974746979e-4
gene_269	1.690901903574383e-9	0.04198882191904776	1.846490014009021e-9	4.736452653006933e-10
gene_270	0.006824804811845799	0.3901707354730709	0.007073478187526228	0.0068232949397948805
gene_271	1	NA	NA	1
gene_272	0.15818531584363327	0.7969979022040712	0.15701999040485293	0.15816061935203674
gene_273	0.0738926457652665	0.06960889373258239	0.07386250793490239	0.07009368811297875
gene_274	8.839691385469775e-28	3.4890831931556794e-29	8.046823543764168e-28	7.058447015565783e-22
gene_275	0.976966148741195	0.9871135689356075	0.9747939701627341	0.9769660817758621
gene_276	1.1295197710051753e-5	0.16458743193617298	1.146662438927586e-5	6.131618219241036e-6
gene_277	5.314083272935847e-97	4.1639753906726176e-101	6.69419065618301e-97	4.338763223119468e-76
gene_278	1.884837121283768e-20	9.443127428641561e-21	1.912345318800165e-20	2.0467813432389905e-19
gene_279	6.722903492672987e-19	3.601350116152179e-21	7.012396058118857e-19	5.1023098140619496e-21
gene_280	1.0796507446016322e-57	4.068973372360172e-64	1.1847487806892489e-57	4.288137996100011e-64
gene_281	0.5379975476044576	0.9250757191377388	0.5465147651366014	0.5380091650488408
gene_282	3.3583738153359294e-127	7.0595089905590845e-99	4.0468404921553465e-127	8.986426785589777e-152
gene_283	1	NA	NA	1
gene_284	1.67525393619e-312	7.862077e-318	3.5071647800083947e-305	0
gene_285	8.248829590960913e-164	6.945738972470272e-106	7.32238748241022e-163	1.0370786926819854e-284
gene_286	7.789136810489479e-11	4.033076740643014e-11	7.690240133174386e-11	3.4991974498971406e-9
gene_287	0.25429728939676755	0.7450006721837555	0.2557395242247123	0.25429957205502934
gene_288	1.8604578173612446e-241	1.003582188287514e-94	5.134651151992216e-247	0
gene_289	0.002864754518212535	0.40307329672536546	0.0028953380218242155	0.002120272686744665
gene_290	0.2580761295398862	0.7971765346870118	0.24868471825009125	0.2580528907239034
gene_291	8.803211995000484e-166	2.5151568551388685e-164	2.9181938802827994e-167	1.9955744893204194e-151
gene_292	0.40382397327605446	0.8795710160195465	0.40363300756797227	0.40196178989282594
gene_293	0.6075926743515461	0.9123786322671932	0.6086971196104244	0.6076016579300408
gene_294	1	NA	NA	1
gene_295	0.6906882664468161	0.8607225238777235	0.5971970572939647	0.6071201811209009
gene_296	1	NA	NA	1
gene_297	0.2611155459626741	0.5620085148966304	0.2613749609876116	0.261531777334012
gene_298	1.7040707573472636e-19	2.8164598027397778e-5	2.1025571572827653e-19	6.299645873479384e-22
gene_299	1	NA	NA	1
gene_300	0.1417430155736205	0.571271935878095	0.14367939657079015	0.14107557807375493
gene_301	0.261120703070325	0.5990897605879866	0.2622004746831921	0.2615158080123955
gene_302	0.2518083148445725	0.6267067441409656	0.2544093278940668	0.25225378313026814
gene_303	3.889005275088646e-98	4.7749314481595514e-54	1.2125334168675975e-98	2.8499329658523253e-272
gene_304	0.07706641825363614	0.44617693893546645	0.07814816078245315	0.0771902288410702
gene_305	2.0849000189268752e-22	2.575401982154159e-22	1.139895721117283e-22	4.533227691920023e-31
gene_306	0.3962477467347184	0.9468036647175776	0.39487015842428774	0.39622819791189307
gene_307	0.8783226448571995	0.977410460576745	0.8803923840203414	0.8783216570711267
gene_308	3.77028856452467e-169	3.545580828908029e-150	1.8416784145955074e-170	1.0205424294791615e-177
gene_309	9.082739140608468e-24	1.2861363442451186e-5	1.0519364030726241e-23	4.758672991828243e-24
gene_310	3.177110913895434e-4	0.3248139446574235	3.247907448950972e-4	2.550230898655678e-4
gene_311	2.9743933008615966e-7	0.034162626374221634	3.180029035816903e-7	9.663657868492205e-8
gene_312	1.3185697566606005e-62	6.936298072912559e-63	1.2383632920313566e-62	1.625535215839792e-67
gene_313	2.0434344995464147e-12	8.765966958189987e-10	2.1932523627103078e-12	1.1921771505302023e-14
gene_314	1	NA	NA	1
gene_315	1	NA	NA	1
gene_316	0.013884769644746874	0.20153720072271475	0.013837842006384802	0.011348827321736045
gene_317	0.020623442574717057	0.5329142510278596	0.020958802748458596	0.01364189036775645
gene_318	2.546463738687374e-250	1.70503412209628e-151	2.253146892201882e-254	0
gene_319	1.461632537523007e-66	2.5242278084303764e-64	1.0844993161112805e-66	3.2781199049101205e-74
gene_320	5.6622780588654064e-211	1.251284682979698e-126	4.9948438927972354e-213	1.3714291811722214e-270
gene_321	0.10804185972494289	0.43640963415017797	0.1993644696485138	0.011799037863487799
gene_322	0.915353315899321	0.9675479550819331	0.9154144560291254	0.915360590480093
gene_323	9.154470445949423e-27	6.891717477975723e-31	1.0283118405851839e-26	7.138831058024519e-29
gene_324	0.1428617822409632	0.8611753024962913	0.1500127573104692	0.14283191575129078
gene_325	8.335534794884194e-97	6.3096332536795375e-105	5.365264750116994e-97	1.0992432077008234e-82
gene_326	1	NA	NA	1
gene_327	2.3375679541220317e-28	1.077867375834627e-28	2.258066415106398e-28	1.2103703800778382e-28
gene_328	0.1805368438361889	0.8575088556568674	0.18152251014035753	0.1690846960034674
gene_329	2.0345268799351142e-44	6.637837432380736e-49	2.2156554208099493e-44	1.1666082125930638e-33
gene_330	3.242702124596265e-5	0.010353051647392388	3.2440353779680465e-5	8.500535327078129e-6
gene_331	0.05507773581135647	0.10089367550867874	0.05514351096711059	0.038523756717299316
gene_332	1.3490390272170781e-55	2.5712487457201956e-28	2.5078678859017322e-55	6.853369548845101e-64
gene_333	2.773812802319954e-5	0.21362735383084536	2.8719911045331244e-5	1.5143851561852004e-5
gene_334	0.004685121102630228	0.0041030888452779505	0.004687826338339919	0.0038249737353875336
gene_335	1	NA	NA	1
gene_336	5.142379076408833e-102	5.880541498282573e-70	3.422901073589625e-103	1.1004665577243023e-125
gene_337	8.931164849923645e-31	8.492215287939486e-12	1.164886415263957e-30	2.0505885295964282e-35
gene_338	0.290450483069305	0.5629086652489839	0.25194649777861416	0.2522720904464115
gene_339	3.3609542577763375e-89	6.811827579692279e-90	1.0032296630748912e-88	5.103926555050383e-81
gene_340	1.2118030375495158e-28	3.8055654402415264e-40	1.3996572556721806e-28	3.4672077422548197e-31
gene_341	1.1836030535078965e-43	2.790388722322656e-44	2.420227475923771e-43	7.187394516100318e-41
gene_342	9.360437404076314e-138	8.945057196597356e-139	8.632526482759426e-141	2.4757115586767954e-122
gene_343	4.347703064104857e-73	3.1117016549567013e-77	3.505848433429841e-73	1.4825453290217689e-61
gene_344	1.3798294996190336e-29	1.005061549427925e-8	1.6058965019263624e-29	1.0186106757441612e-33
gene_345	5.999792818347109e-27	3.103297887712922e-7	6.0698849479924316e-27	3.995611897211418e-30
gene_346	1.895665050936881e-16	2.370349798723024e-16	1.9802974083683675e-16	3.16881113224576e-17
